z,u_wc
-1.107,-0.694
-0.561,-0.394
1.028,-0.236
-0.999,-1.049
-1.670,-1.054
-1.067,-0.669
0.144,0.393
0.817,0.778
-0.051,0.053
-0.396,-0.687
0.017,-0.294
-0.510,-0.208
-0.066,0.596
-0.739,-0.292
-2.610,-3.277
-0.454,-0.339
-0.468,-0.043
-1.224,-0.452
-0.586,-0.240
-0.448,-0.316
-1.399,-0.868
0.076,-0.105
-0.331,-0.273
0.425,0.399
-1.648,-2.124
-1.321,-0.423
-0.151,-0.336
-1.256,-0.923
-1.307,-1.607
-1.087,-0.760
-0.688,-0.621
-1.574,-0.883
-1.132,-0.786
-1.283,-1.103
-0.463,-0.208
-2.614,-2.210
-1.154,-0.452
-2.258,-1.535
0.717,0.874
-3.275,-2.159
-0.756,-0.699
-0.204,-0.192
-1.055,-0.606
-0.605,-0.500
-0.700,-0.504
-0.065,-0.280
-0.627,-0.500
-0.343,-0.444
-1.673,-1.348
0.979,1.626
-1.227,-0.812
-1.798,-1.232
-0.349,0.171
-0.235,-0.214
-1.209,-1.344
-2.145,-2.605
-1.284,-0.175
1.072,0.338
-1.035,-1.149
-0.028,0.042
-1.213,-1.098
-1.095,-1.259
-1.726,-3.258
-1.682,-0.765
-0.807,-0.269
0.439,-0.016
0.912,0.862
-2.646,-3.172
-2.609,-1.136
-1.128,-0.975
-1.531,-0.893
-1.125,-0.669
-0.708,-0.499
-2.246,-2.856
-1.243,-1.124
-0.908,-1.072
-1.178,-0.849
-1.787,-1.521
-2.434,-1.653
-1.419,-1.072
-1.522,-0.919
-1.288,-0.499
-2.081,-1.659
-1.033,-0.326
0.068,-0.119
0.246,0.204
-2.235,-1.713
-1.342,-0.865
-2.102,-2.021
-1.614,-1.104
-0.575,-0.517
0.792,0.303
-0.743,-0.286
-1.954,-1.098
-0.976,-0.397
-0.394,-0.067
-1.458,-0.744
-0.288,-0.938
-2.082,-1.530
0.900,0.475
-1.784,-1.322
-3.040,-3.042
-0.497,-0.823
-0.776,-0.551
-1.529,-0.692
-0.412,-0.067
-2.798,-3.226
-0.714,-0.210
-2.038,-1.713
-0.721,-0.974
-1.532,-1.432
-0.972,-0.762
-1.659,-1.485
-0.107,-0.001
-1.982,-1.713
-2.936,-3.154
-0.707,-0.409
-1.853,-1.168
-3.434,-1.674
-2.105,-1.548
-1.718,-2.276
-1.923,-1.576
-2.610,-1.738
-1.000,-1.123
0.175,-0.190
-2.218,-1.908
0.916,0.836
0.451,0.580
-3.405,-1.556
-1.431,-1.406
0.369,-0.062
-2.024,-1.576
-0.577,-0.422
0.278,-0.000
-0.901,-0.544
0.095,-0.101
-1.698,-1.513
-0.704,-1.352
0.878,0.836
-1.940,-1.713
-2.295,-1.713
-2.793,-1.526
-1.691,-1.495
-1.303,-0.865
-1.505,-0.879
-1.505,-0.919
-1.037,-0.458
-0.500,-0.351
-1.136,-0.554
-1.310,-1.046
-2.229,-1.574
-0.155,-0.192
-1.977,-0.958
-2.074,-2.021
-0.539,-0.049
-0.766,-0.948
-0.607,-0.186
-1.750,-1.521
0.096,-0.119
-0.185,-0.351
-0.510,-0.427
-0.457,-0.630
-1.425,-1.343
-1.930,-1.548
-0.654,-0.806
-0.917,-1.076
0.035,0.104
-0.230,1.126
-0.123,-0.398
-2.460,-2.183
-1.568,-1.150
0.072,0.314
-0.143,-0.355
-0.464,-0.333
-1.955,-1.100
-1.689,-1.539
-1.322,-0.850
1.700,0.155
1.122,1.093
-0.676,-0.409
-1.324,-1.327
-0.356,-0.460
-0.033,0.053
-1.107,-0.606
-2.015,-1.740
-0.999,-1.124
-0.176,-0.175
0.775,0.216
0.068,-0.130
0.030,0.042
-0.926,-0.669
-1.552,-1.442
-0.580,-0.378
-3.112,-3.015
-0.985,-1.020
-0.938,-0.908
-0.127,-0.388
-2.181,-1.191
-0.460,-0.689
-2.073,-1.574
1.071,1.145
1.498,1.770
1.231,2.056
0.799,2.363
1.183,1.579
1.393,1.981
1.305,2.282
-0.288,3.052
0.593,2.945
2.144,-0.032
2.473,1.425
-0.073,2.329
1.323,0.458
3.391,1.441
1.156,2.625
2.001,1.090
1.330,1.795
0.733,0.330
0.290,1.809
-0.062,2.779
1.787,1.013
0.299,2.758
3.254,0.654
2.025,2.500
2.112,1.477
0.590,1.579
1.065,1.995
0.233,1.596
-0.171,2.631
-0.266,2.684
-1.228,4.098
0.426,1.464
1.555,1.796
0.734,2.766
1.897,1.057
1.747,1.758
0.748,2.369
-0.166,3.010
0.578,2.376
2.150,1.090
2.557,0.705
-0.930,3.383
-0.518,2.954
0.740,2.373
2.055,1.116
2.398,1.143
0.763,1.508
1.411,1.927
-0.064,2.578
-0.370,2.643
0.473,0.515
-0.732,3.059
1.382,1.527
0.183,2.766
0.429,2.523
2.003,1.705
-0.243,2.955
0.828,2.360
2.020,1.467
-0.744,3.148
1.250,2.228
2.176,1.671
1.732,1.555
1.142,2.062
1.666,2.256
1.027,2.775
-0.746,3.172
1.748,1.492
-0.115,2.877
-0.544,2.981
1.515,1.527
0.981,2.382
2.221,1.785
