z,u,x1,x2
-0.608,1.217,8.571,18.571
-2.079,-0.674,0.000,25.000
-0.568,1.569,8.571,18.571
-0.300,1.221,8.571,18.571
-0.533,0.092,8.571,18.571
-0.027,1.671,8.571,18.571
0.183,0.586,16.000,0.000
-1.666,-0.163,0.000,25.000
-1.710,-0.655,0.000,25.000
0.238,1.271,16.000,0.000
0.637,1.844,16.000,0.000
-1.505,-0.399,0.000,25.000
-0.469,1.105,8.571,18.571
-0.702,-1.101,0.000,25.000
0.468,1.671,16.000,0.000
-0.219,0.097,8.571,18.571
-0.380,-0.024,8.571,18.571
-1.464,-0.483,0.000,25.000
-0.674,-0.415,8.571,18.571
0.729,1.900,16.000,0.000
-0.948,-0.663,0.000,25.000
-0.859,-0.441,0.000,25.000
-0.228,0.643,8.571,18.571
-3.126,-1.605,-0.000,25.000
-0.171,1.177,8.571,18.571
-1.376,-0.144,0.000,25.000
-1.150,-0.222,0.000,25.000
1.279,1.685,8.571,18.571
-1.397,-0.126,0.000,25.000
-1.491,-0.300,0.000,25.000
0.875,1.761,16.000,0.000
-1.390,-2.019,0.000,25.000
-2.285,0.226,0.000,25.000
-1.153,0.034,0.000,25.000
-1.885,-0.902,0.000,25.000
-1.258,-1.679,0.000,25.000
-1.307,1.079,0.000,25.000
-3.356,-1.452,-0.000,25.000
-1.785,-1.282,0.000,25.000
-1.293,0.437,0.000,25.000
-1.646,-0.091,0.000,25.000
-2.394,-1.246,0.000,25.000
-0.846,0.117,0.000,25.000
-1.701,-0.340,0.000,25.000
-0.108,-0.218,8.571,18.571
-1.462,-0.537,0.000,25.000
-0.465,0.425,8.571,18.571
-0.046,-0.398,8.571,18.571
-2.197,-0.678,0.000,25.000
-2.113,0.011,0.000,25.000
-0.193,1.062,8.571,18.571
-1.896,-0.874,0.000,25.000
-1.209,-0.478,0.000,25.000
-1.524,-0.871,0.000,25.000
-1.611,0.822,0.000,25.000
-2.359,-1.385,0.000,25.000
-0.042,0.621,8.571,18.571
-2.737,-1.602,0.000,25.000
-1.599,-0.939,0.000,25.000
-0.670,0.566,8.571,18.571
-2.758,-0.294,0.000,25.000
0.084,0.448,16.000,0.000
-0.370,1.483,8.571,18.571
-1.582,-1.501,0.000,25.000
-0.961,-0.002,0.000,25.000
