z,u_wc
-0.760,-0.516
-1.756,-1.907
-1.080,-0.802
-0.318,-0.393
-1.486,-0.369
-0.336,-0.386
-0.028,0.333
-0.435,-0.356
0.445,0.006
-0.318,-0.278
-2.070,-1.415
-2.793,-2.031
-3.077,-1.776
-1.443,-1.016
0.598,0.024
0.133,0.718
-1.623,-1.068
-1.886,-1.746
-0.851,-0.667
-1.203,-1.030
-1.167,-1.115
-0.816,-0.514
-1.280,-1.056
-0.074,0.369
0.209,0.227
-0.299,-0.351
-1.687,-1.068
-0.496,-0.449
-0.817,-0.533
-1.350,-1.495
0.195,-0.260
-0.454,-0.612
-1.878,-1.222
-1.481,-0.946
0.727,1.061
-1.080,-1.012
2.463,2.003
-2.147,-1.019
-1.180,-0.962
0.020,0.150
-2.614,-1.997
-0.232,-0.341
-2.375,-1.182
-0.284,-0.007
-1.874,-1.617
-0.726,-0.421
-1.561,-1.025
-0.780,-0.558
-1.190,-1.468
-2.183,-1.967
-0.175,-0.791
-0.147,0.044
-0.004,-0.046
1.208,0.726
-2.239,-1.967
-2.599,-2.641
-0.216,-0.226
-1.067,-0.564
0.042,-0.100
-0.809,-1.436
0.960,1.282
-2.456,-1.854
-1.400,-1.481
-0.832,-0.584
-0.749,-0.776
-1.289,-0.696
-1.894,-1.618
-1.211,-0.696
-1.465,-0.946
0.111,0.250
-0.509,-0.403
-0.866,-0.686
-1.061,-0.520
-2.717,-2.445
-2.152,-1.321
-2.386,-2.020
0.099,0.817
-0.751,-0.421
-0.382,-0.351
-1.015,-0.960
-2.324,-1.994
-2.135,-1.824
-1.595,-1.539
-0.930,-1.012
-2.536,-2.024
-1.182,-1.666
0.556,0.404
-1.806,-1.615
0.202,0.062
-0.149,-0.178
-1.841,-1.517
0.355,0.410
-1.820,-1.852
0.234,0.491
-0.800,-0.349
-0.573,-0.348
-1.558,-0.947
-1.385,-0.751
-1.534,-1.905
-2.119,-1.965
-1.194,-0.592
-1.155,-0.936
0.565,0.486
-0.538,-0.651
-2.655,-1.997
-0.191,-0.281
1.232,1.151
0.426,0.871
0.951,1.256
-0.405,-0.302
-0.106,-0.156
-0.214,0.020
-0.556,-0.242
0.014,0.388
0.184,-0.033
0.181,-0.247
0.689,0.588
0.819,0.893
-1.022,-1.174
-0.953,-0.990
-1.610,-1.015
-0.835,-0.516
-2.698,-2.501
-0.878,-1.226
-1.169,-1.115
-1.184,-0.367
-1.625,-1.573
-0.514,-0.412
-1.518,-1.521
-0.331,-0.728
-1.268,-0.988
0.138,0.002
0.142,0.171
0.856,0.327
-0.665,-0.686
-1.356,-1.435
-0.766,-0.421
-2.690,-1.994
0.192,0.315
-0.783,-0.497
-0.462,-0.386
-1.668,-1.396
-0.610,-0.464
-0.613,-0.686
-2.069,-2.143
-1.215,-1.280
0.724,1.196
-1.649,-1.110
-0.845,-0.523
-0.033,0.516
0.578,0.232
-1.857,-1.618
-2.132,-1.992
-2.675,-1.422
-0.840,-0.516
0.571,0.130
-0.726,-0.609
-1.353,-1.325
-1.497,-1.245
-2.119,-1.965
-1.024,-0.102
-0.790,-0.362
-0.834,-0.609
-1.299,-1.014
0.267,-0.201
-0.835,-1.005
-1.762,-1.398
-1.811,-1.465
0.177,-1.385
-1.618,-0.969
-0.669,-0.479
-1.903,-1.294
-0.185,-0.150
0.239,-0.591
-1.927,-1.623
