z,u_wc
-1.944,-1.294
-1.527,-1.567
-1.335,-1.293
-0.752,-0.744
-1.182,-0.436
-0.187,-0.097
-2.336,-2.129
-0.886,-0.300
-1.041,-0.820
-2.118,-2.324
-0.721,-0.690
0.788,0.371
-0.486,-0.956
-0.799,-0.685
-2.045,-1.914
-0.942,-0.742
-0.429,-0.390
-0.741,-0.948
0.473,0.330
-1.176,-1.334
1.397,2.063
-0.871,-0.788
-0.995,-0.411
-2.021,-2.011
-1.471,-0.427
-1.333,-1.481
-0.338,0.563
0.441,0.873
-0.425,-0.180
-1.384,-1.936
-1.292,-0.436
-2.561,-1.610
-0.059,-0.045
-0.913,-0.411
-0.297,-0.288
-0.641,-0.329
-1.083,-1.106
-1.681,-0.561
-0.122,0.396
-1.071,-1.004
-0.539,-0.797
-0.223,-0.818
-0.958,-0.742
-2.227,-2.041
-0.092,-0.103
-0.221,0.342
-1.320,-0.784
-1.928,-1.966
-0.814,-0.355
-0.870,-1.014
-0.628,-0.664
-0.655,-1.212
-1.700,-1.894
-0.289,-0.262
-0.676,-0.529
-1.047,-1.021
-2.891,-2.283
-0.644,-1.185
-0.690,-0.902
-2.937,-2.290
-2.194,-1.539
-2.315,-2.560
-1.526,-1.070
-1.907,-1.939
-0.693,-0.329
-1.874,-1.472
0.890,0.788
-0.966,-0.917
-2.436,-2.039
-0.390,-0.279
-2.196,-1.512
-0.772,-0.931
-1.109,-1.534
-0.613,-0.051
-0.541,-0.119
-2.890,-2.035
-2.004,-1.299
-1.598,-1.841
-2.047,-2.011
0.023,-0.499
-0.047,-0.011
-3.089,-2.183
-1.219,-1.327
-2.653,-2.256
-0.546,0.057
-0.458,-0.147
-0.301,-0.138
-1.324,-1.483
-1.490,-0.661
-3.680,-2.126
-2.354,-2.156
-1.241,-0.284
-2.665,-2.155
0.221,0.229
-1.065,-1.004
-1.547,-1.529
-0.966,-0.795
-0.897,-0.411
-0.312,-0.898
-1.388,-1.854
-0.377,-0.213
-0.053,-0.015
-2.237,-1.637
0.419,0.368
-0.847,-1.430
-0.761,-0.355
-0.292,-0.127
-1.377,-0.996
-0.215,-0.723
-1.230,-1.106
-1.132,-0.374
-0.774,-0.223
-0.540,-0.271
0.236,0.630
-0.710,-1.173
-0.184,-0.183
-0.286,-0.114
-0.286,-0.114
-1.858,-1.193
-0.701,-0.274
-2.114,-2.046
-1.519,-1.450
-0.763,-0.554
-0.448,-0.088
-1.384,-0.551
0.278,0.436
-0.038,0.063
-1.874,-1.966
-1.142,-1.366
0.355,0.256
-0.197,0.095
-0.639,-0.503
-0.940,-0.306
-1.111,-1.021
-2.879,-2.012
-0.203,-0.299
1.523,0.283
-1.580,-0.779
-2.556,-1.934
-0.633,-0.779
-0.990,-0.763
-2.736,-2.283
-1.446,-1.128
-0.996,-1.004
-1.351,-0.570
-0.533,-0.271
-1.234,-1.021
0.501,0.098
-1.044,-1.288
-0.935,-1.548
-0.575,-0.416
-1.925,-1.861
0.228,0.213
-4.536,-4.437
-2.015,-1.914
-0.681,-0.742
-0.566,-0.820
0.289,0.151
-0.932,-0.978
-0.937,-0.411
-0.990,-0.381
-2.953,-2.183
-0.639,-0.274
-3.184,-2.500
-0.708,-0.503
-0.785,-0.436
-1.810,-1.750
-0.592,-0.412
