z,u,x1,x2
-0.760,0.311,8.571,18.571
-1.756,-1.617,0.000,25.000
-1.080,-0.110,0.000,25.000
-0.318,-0.006,8.571,18.571
-1.486,1.152,0.000,25.000
-0.336,0.295,8.571,18.571
-0.028,1.444,8.571,18.571
-0.435,0.495,8.571,18.571
0.445,0.808,8.571,18.571
-0.318,0.627,8.571,18.571
-2.070,-0.491,0.000,25.000
-2.793,-1.465,-0.000,25.000
-3.077,-1.393,-0.000,25.000
-1.443,-0.257,0.000,25.000
0.598,0.938,8.571,18.571
0.133,1.973,8.571,18.571
-1.623,-0.169,0.000,25.000
-1.886,-1.015,0.000,25.000
-0.851,-0.087,8.571,18.571
-1.203,-0.396,0.000,25.000
-1.167,-0.521,0.000,25.000
-0.816,0.388,8.571,18.571
-1.280,-0.404,0.000,25.000
-0.074,1.618,8.571,18.571
0.209,1.021,8.571,18.571
-0.299,0.350,8.571,18.571
-1.687,-0.160,0.000,25.000
-0.496,0.067,8.571,18.571
-0.817,0.204,8.571,18.571
-1.350,-0.980,0.000,25.000
0.195,0.289,8.571,18.571
-0.454,-0.272,8.571,18.571
-1.878,-0.176,0.000,25.000
-1.481,-0.004,0.000,25.000
0.727,1.961,8.571,18.571
-1.080,-0.545,0.000,25.000
2.463,3.518,8.571,18.571
-2.147,0.430,0.000,25.000
-1.180,-0.300,0.000,25.000
0.020,1.085,8.571,18.571
-2.614,-0.914,-0.000,25.000
-0.232,-0.017,8.571,18.571
-2.375,0.130,0.000,25.000
-0.284,1.133,8.571,18.571
-1.874,-0.963,0.000,25.000
-0.726,0.484,8.571,18.571
-1.561,-0.135,0.000,25.000
-0.780,0.020,8.571,18.571
-1.190,-1.277,0.000,25.000
-2.183,-0.961,0.000,25.000
-0.175,-0.203,8.571,18.571
-0.147,1.090,8.571,18.571
-0.004,0.832,8.571,18.571
1.208,1.534,8.571,18.571
-2.239,-1.016,0.000,25.000
-2.599,-2.353,0.000,25.000
-0.216,0.652,8.571,18.571
-1.067,0.430,0.000,25.000
0.042,0.375,8.571,18.571
-0.809,-1.454,8.571,18.571
0.960,2.192,8.571,18.571
-2.456,-0.699,0.000,25.000
-1.400,-1.358,0.000,25.000
-0.832,0.030,8.571,18.571
-0.749,-0.378,8.571,18.571
-1.289,0.271,0.000,25.000
-1.894,-0.913,0.000,25.000
-1.211,0.199,0.000,25.000
-1.465,-0.027,0.000,25.000
0.111,1.126,8.571,18.571
-0.509,0.437,8.571,18.571
-0.866,-0.213,8.571,18.571
-1.061,0.569,0.000,25.000
-2.717,-1.991,-0.000,25.000
-2.152,-0.163,0.000,25.000
-2.386,-1.138,0.000,25.000
0.099,2.084,8.571,18.571
-0.751,0.552,8.571,18.571
-0.382,0.376,8.571,18.571
-1.015,-0.554,0.000,25.000
-2.324,-1.366,0.000,25.000
-2.135,-0.930,0.000,25.000
-1.595,-0.708,0.000,25.000
-0.930,-0.607,0.000,25.000
-2.536,-1.205,0.000,25.000
-1.182,-1.648,0.000,25.000
0.556,1.355,8.571,18.571
-1.806,-1.069,0.000,25.000
0.202,0.502,8.571,18.571
-0.149,0.479,8.571,18.571
-1.841,-0.717,0.000,25.000
0.355,1.415,8.571,18.571
-1.820,-1.313,0.000,25.000
0.234,1.435,8.571,18.571
-0.800,0.850,8.571,18.571
-0.573,0.660,8.571,18.571
-1.558,0.106,0.000,25.000
-1.385,0.105,0.000,25.000
-1.534,-1.711,0.000,25.000
-2.119,-1.328,0.000,25.000
-1.194,0.379,0.000,25.000
-1.155,-0.370,0.000,25.000
0.565,1.287,8.571,18.571
-0.538,-0.310,8.571,18.571
-2.655,-0.962,-0.000,25.000
-0.191,-0.002,8.571,18.571
1.232,1.958,8.571,18.571
0.426,1.884,8.571,18.571
0.951,2.161,8.571,18.571
-0.405,0.642,8.571,18.571
-0.106,0.677,8.571,18.571
-0.214,1.148,8.571,18.571
-0.556,1.057,8.571,18.571
0.014,1.519,8.571,18.571
0.184,0.723,8.571,18.571
0.181,0.343,8.571,18.571
0.689,1.469,8.571,18.571
0.819,1.746,8.571,18.571
-1.022,-0.799,0.000,25.000
-0.953,-0.472,0.000,25.000
-1.610,-0.007,0.000,25.000
-0.835,0.321,8.571,18.571
-2.698,-2.136,-0.000,25.000
-0.878,-0.871,8.571,18.571
-1.169,-0.573,0.000,25.000
-1.184,1.025,0.000,25.000
-1.625,-0.963,0.000,25.000
-0.514,0.371,8.571,18.571
-1.518,-0.955,0.000,25.000
-0.331,-0.399,8.571,18.571
-1.268,-0.277,0.000,25.000
0.138,0.560,8.571,18.571
0.142,0.986,8.571,18.571
