z,u_wc
0.249,0.071
-2.207,-1.146
0.294,0.435
-1.395,-1.041
-1.561,-0.618
-2.215,-2.214
-0.756,-0.465
0.314,0.097
-2.331,-1.706
-1.323,-0.706
0.543,0.196
-0.901,-0.539
-0.485,-0.385
-1.262,-1.154
-1.708,-1.050
-0.520,0.073
0.345,0.994
1.220,1.151
-2.284,-2.066
-0.886,-0.642
-2.430,-1.985
-0.668,-0.563
-2.188,-1.759
-1.116,-1.530
-2.692,-2.612
-2.771,-1.443
-1.197,-0.704
-2.344,-1.759
-1.625,-1.308
-0.826,-0.590
-1.703,-0.955
-1.527,-1.740
-1.028,-1.059
-0.193,-0.367
-1.664,-1.382
-1.926,-1.601
-1.546,-0.459
0.856,0.422
-2.077,-1.601
0.882,0.203
-0.744,-0.288
-1.530,-0.683
-1.107,-0.647
0.821,0.523
0.577,1.055
-0.594,-0.951
0.283,0.160
-2.160,-1.490
-1.565,-1.108
-0.222,-0.240
-0.892,-0.996
0.104,0.018
-1.185,-0.558
-1.083,-1.205
-1.274,-0.679
0.442,0.223
-3.749,-2.563
-0.941,-1.144
0.018,0.272
1.144,0.686
-0.944,-1.059
-0.939,-0.602
0.657,0.314
-0.543,-0.419
-0.184,-0.182
0.312,0.112
-2.207,-2.636
-1.525,-1.149
-2.118,-2.117
-1.498,-0.816
-1.021,-1.405
-1.034,-0.355
-0.442,-0.327
-0.587,-0.970
-1.419,-1.433
-0.481,-0.439
-1.832,-1.431
-1.575,-1.326
-0.891,-0.642
0.013,0.500
-0.554,-0.511
-0.820,-0.653
-2.062,-1.759
-2.377,-2.949
-0.464,-0.378
-0.269,-0.273
-1.423,-0.610
-0.705,-0.827
-2.140,-2.801
-0.953,-1.072
-0.419,-0.326
-0.633,-0.379
-0.563,-0.537
-0.717,0.387
-1.105,-0.704
0.801,1.882
-3.049,-2.098
-1.328,-1.294
-1.454,-1.817
-1.112,-0.644
-0.682,-0.445
-2.077,-1.252
-2.045,-1.479
-2.405,-1.706
-0.519,-0.419
0.483,0.542
2.232,1.305
-0.511,-0.011
-2.178,-1.589
-0.548,-0.782
-2.210,-1.759
-1.011,-0.616
-2.727,-2.105
-0.911,-0.596
-3.159,-2.495
0.204,0.362
0.000,-0.268
-0.579,-0.822
0.817,0.023
-0.369,0.029
-1.815,-1.141
0.011,0.736
-1.704,-1.006
-2.005,-1.004
-1.518,-1.870
-2.473,-1.702
-1.493,-0.791
-1.483,-1.876
-0.991,-1.059
-2.204,-1.358
-0.848,-0.518
-2.701,-2.578
-1.985,-1.785
-0.549,-0.393
-0.352,-0.580
-1.108,-1.264
-0.284,-0.164
-1.809,-1.401
-1.057,-1.290
-0.671,-0.471
-1.439,-1.325
-0.762,-1.205
-1.142,-1.231
-1.431,-1.041
-1.906,-1.753
-2.166,-1.785
-1.025,-0.461
-1.719,-1.174
-1.255,-1.291
0.404,0.323
0.217,-0.071
-0.701,-0.555
-0.974,-0.329
0.026,-0.062
-0.736,-0.581
-1.200,-0.668
-0.688,-0.563
-1.421,-1.041
-1.153,-1.306
-0.873,-0.628
-1.900,-1.332
-0.765,-0.302
-0.257,-0.208
-0.603,-0.387
-0.550,-0.537
-0.117,-0.164
-1.903,-1.479
-0.192,-0.236
-1.769,-1.674
-0.997,-2.048
-1.577,-1.337
-0.375,-0.616
-1.830,-1.516
-1.767,-1.809
-1.487,-0.791
-0.831,-1.267
0.928,0.966
-1.954,-1.967
-2.487,-2.349
-0.572,-0.065
-0.592,-0.413
-0.363,-0.309
-1.093,-0.647
-0.882,-0.797
-0.804,-0.564
-0.559,-0.346
-1.182,-1.041
-1.942,-2.185
-1.298,-0.733
-2.518,-2.066
-0.760,-0.379
-1.464,-1.766
-2.144,-1.955
-0.420,-0.675
-0.513,-0.488
-2.642,-2.606
-1.576,-1.356
-0.982,-0.972
-1.172,-1.556
-0.021,-0.206
0.080,2.757
2.778,0.313
0.700,1.856
0.626,1.297
1.627,1.612
1.540,2.038
1.264,1.757
0.263,2.973
1.844,1.287
1.505,1.577
0.885,1.057
2.234,0.316
0.823,2.237
2.847,0.997
0.714,2.268
2.224,1.288
1.366,2.282
1.773,1.172
2.599,0.825
1.102,0.583
1.611,0.809
1.288,1.788
0.794,2.092
-0.033,2.798
1.677,0.972
1.415,2.232
0.427,0.849
0.685,1.999
0.325,2.222
0.569,2.826
1.341,1.731
2.012,1.766
1.169,1.644
-0.565,2.974
2.369,0.798
2.135,1.412
2.425,1.087
0.473,2.612
0.046,3.006
-0.331,3.019
0.200,2.498
1.631,1.963
0.643,2.760
1.118,2.638
-1.559,2.885
1.729,1.073
1.025,2.634
1.506,1.701
0.036,2.848
0.633,2.095
0.763,2.907
0.811,2.781
1.736,2.360
1.504,2.434
0.267,3.021
2.070,1.194
0.484,3.012
0.582,1.143
1.762,0.582
0.645,2.546
-0.512,3.244
0.570,2.171
1.747,2.237
0.371,2.865
-0.850,2.788
2.055,2.383
1.236,0.920
0.979,2.946
1.076,2.331
0.911,2.374
-0.024,2.378
0.442,2.588
1.786,1.073
-0.779,3.313
1.016,2.057
0.801,2.444
1.465,1.397
-0.891,3.285
0.596,2.514
0.030,1.469
-0.063,2.695
1.945,1.420
1.233,1.878
2.322,1.465
0.877,2.418
0.918,2.374
1.153,0.909
1.866,1.093
1.324,1.858
2.294,-0.547
0.064,2.337
-0.745,2.798
0.843,2.907
-0.014,3.013
0.777,2.671
-0.171,2.707
-0.301,3.160
1.976,1.766
0.782,2.400
2.440,0.266
1.991,2.437
2.015,1.311
2.011,1.493
1.819,1.093
1.818,1.885
2.137,1.728
0.622,2.576
1.978,2.332
0.696,1.097
-0.385,2.814
1.422,1.985
1.319,1.266
0.944,2.386
-0.196,1.776
3.275,-0.289
-3.123,3.084
1.086,2.334
2.425,0.095
0.446,2.985
-0.877,2.733
1.444,1.683
0.199,2.973
-0.084,2.361
1.232,1.047
0.774,2.576
2.342,1.465
0.648,2.514
-0.594,3.299
0.871,0.940
0.656,2.949
2.070,1.062
-0.266,3.114
0.158,3.065
1.833,1.603
0.509,2.684
-1.125,2.558
2.401,-0.255
1.719,1.635
2.120,1.412
0.706,1.973
1.005,1.930
0.955,1.102
-0.567,3.252
0.305,1.943
1.100,1.783
0.143,2.354
1.321,0.968
0.736,2.781
1.889,1.545
1.110,2.297
-0.179,2.547
1.004,2.634
1.604,1.636
0.693,1.957
0.825,1.838
2.684,0.558
-0.444,3.270
-0.256,3.173
1.653,1.766
0.458,2.813
-0.217,1.949
-0.362,3.182
1.021,2.745
0.420,2.612
2.649,0.401
1.268,1.686
2.240,1.221
0.775,1.604
1.302,2.340
0.901,2.533
1.586,1.631
1.458,2.433
1.930,1.420
2.162,-0.200
0.381,2.110
1.555,1.881
2.750,-0.561
1.319,1.670
0.499,2.582
0.607,2.121
0.689,2.145
0.033,2.880
0.774,2.559
0.381,2.711
0.967,1.966
1.156,2.455
1.274,0.467
-0.407,3.195
1.552,0.071
0.959,2.031
-0.180,2.875
0.947,2.789
2.148,1.604
0.526,2.095
2.322,1.262
-0.225,3.114
0.932,1.843
1.326,1.511
-1.816,2.885
-1.004,3.359
3.769,1.422
-1.146,-2.644
2.270,-0.710
-1.711,1.958
1.068,2.780
-3.429,1.345
3.496,2.366
2.797,2.480
3.494,-0.169
-3.526,-0.059
-1.034,-2.059
-2.277,-2.252
1.095,0.056
-3.565,-2.464
2.072,-0.779
1.980,0.235
0.175,2.284
2.033,0.736
1.492,-0.612
3.986,-2.831
0.795,3.037
-2.467,2.143
-1.896,-3.133
-2.378,3.081
0.203,3.281
-3.562,3.590
-1.596,0.622
-2.408,0.911
2.225,3.161
-0.135,-2.636
-1.285,0.133
-3.292,0.969
-1.847,-2.954
-2.861,-2.615
3.159,3.000
-2.875,0.146
3.027,1.563
1.900,3.266
0.605,3.300
0.667,3.303
3.540,-0.132
-1.302,-1.689
1.938,1.367
-2.856,2.934
3.621,-0.561
3.344,2.330
3.659,6.022
2.244,0.839
3.867,0.277
1.472,3.291
-0.284,3.132
-2.423,0.771
-2.833,0.232
-1.977,-0.507
-1.379,2.435
-1.328,-0.706
0.047,3.187
-3.400,2.911
-3.768,7.596
3.902,0.741
-0.509,-0.817
-0.485,-1.924
-1.235,-1.660
3.570,2.539
-1.152,3.359
-1.373,2.453
-3.798,2.256
3.044,1.414
2.860,-1.100
-1.962,-1.563
-0.843,-2.905
3.450,-0.478
1.938,3.202
2.327,-0.267
-2.849,2.486
-2.749,2.915
-2.553,2.518
-2.030,0.377
-1.221,-3.013
1.271,-2.193
-0.150,-2.636
-2.633,1.471
3.848,2.816
3.871,0.145
3.260,-1.067
-2.152,3.059
0.423,3.297
3.010,1.591
-0.176,3.287
-1.248,3.388
0.921,-1.727
-3.940,5.905
-0.725,3.402
0.303,3.371
0.085,2.337
0.495,2.237
-2.406,0.581
-3.262,0.041
-3.477,1.469
1.010,-2.970
