z,u_wc
0.279,-0.251
-0.730,-0.161
-1.197,-0.498
0.747,1.298
-2.463,-2.279
-2.888,-2.439
0.164,-0.408
-0.255,-0.535
-3.124,-2.199
-3.062,-2.115
0.538,-0.143
-2.285,-2.366
-1.214,-1.031
-0.964,-0.867
-1.236,-1.031
-1.580,-1.579
-1.473,-1.644
-0.242,-0.535
-1.074,-0.992
-1.667,-1.221
0.058,-0.141
-0.792,-0.724
-1.236,-0.724
-1.358,-0.615
-0.751,-0.048
-0.574,0.009
-2.221,-1.394
-2.863,-2.171
0.663,0.143
-0.662,-0.022
-3.378,-2.731
0.225,-0.198
-1.068,-0.677
-0.637,-0.631
-1.708,-1.149
0.110,-0.300
-2.212,-1.394
-1.055,-0.457
-1.346,-1.390
-0.013,-0.037
-0.709,-0.215
0.578,0.576
-1.695,-1.554
-0.829,-0.630
-0.716,-0.602
-1.122,-0.779
-0.548,0.012
-1.200,-0.672
0.569,-0.297
-0.943,-0.421
0.915,0.590
-0.834,-0.220
-2.892,-2.443
-2.027,-1.759
-0.432,0.012
-1.664,-1.247
-0.736,-0.556
-2.660,-2.095
-2.845,-2.282
-2.159,-2.311
-2.661,-1.782
-1.331,-1.074
-1.756,-1.443
-0.004,-0.424
-2.025,-2.248
-1.120,-0.577
-0.425,-0.367
-0.249,-0.024
-1.282,-0.589
-0.301,-0.123
-0.533,-0.241
-2.377,-2.393
-0.682,-0.215
0.538,-0.188
-1.397,-1.070
-1.947,-1.739
-0.777,-0.866
-0.956,-0.776
-1.359,-0.745
-0.774,-0.917
-0.385,-0.910
-1.372,-1.074
-0.775,-0.118
-0.778,-0.161
-0.278,0.090
1.752,-1.106
1.197,0.719
-0.483,-0.560
-1.275,-0.589
-1.459,-0.505
-1.034,-0.429
-0.517,-0.383
-0.972,-0.306
-0.272,-0.538
1.145,1.052
-1.204,-1.044
-0.000,-0.917
-0.811,-0.161
-0.890,-0.421
-1.612,-0.902
-2.637,-2.306
-1.210,-1.290
-1.852,-1.628
-0.412,-0.910
-0.546,-0.480
-4.189,-0.996
-0.749,-0.647
-0.507,-0.263
-1.184,-0.140
-1.040,-1.696
-1.526,-0.590
-0.125,-0.483
-0.576,-0.244
-1.421,-1.074
-0.506,-0.331
-0.013,-0.432
-0.882,-1.247
-1.965,-0.740
0.559,0.549
-1.108,-0.969
-1.009,-0.576
0.255,0.262
-0.505,-0.241
-0.079,-0.446
-1.444,-1.025
0.348,1.261
-1.792,-1.037
-2.316,-0.562
0.855,0.938
-1.958,-1.149
-0.942,-0.698
-2.030,-1.014
0.214,-0.486
-2.973,-1.789
0.507,0.603
-2.156,-1.816
-1.254,-1.457
-1.793,-1.077
-1.306,-0.808
-1.233,-1.044
0.145,-0.004
-0.243,0.002
-0.791,-0.305
-0.679,-0.544
0.244,-0.198
-2.098,-1.761
-1.182,-0.847
-1.795,-0.654
-1.013,-0.630
-1.958,-1.681
-1.839,-2.039
-1.227,-0.816
-2.274,-1.979
-1.163,-1.064
-0.635,-0.798
-0.214,-0.230
-0.009,0.142
-0.611,-0.015
0.097,-0.134
-0.941,-0.604
-0.205,-0.512
-0.934,-0.750
-1.035,-0.724
-2.150,-1.963
-0.044,0.145
-1.873,-1.628
-3.765,-3.079
-0.565,-0.592
-1.613,-1.606
-2.297,-1.979
-0.670,-0.215
-0.972,-0.815
-0.677,-0.161
-1.941,-1.739
0.317,-0.274
0.092,0.620
-0.749,-0.978
-1.787,-1.575
0.510,0.449
-2.600,-1.971
0.284,0.947
-1.755,-1.356
-3.187,-2.247
-0.930,-0.992
0.913,0.733
-1.411,-0.444
0.915,0.248
-0.512,-0.880
0.235,0.245
-0.318,-0.045
-0.103,-0.509
-2.063,-1.562
-1.908,-1.655
-0.935,-0.331
-0.554,-0.370
-0.292,-0.764
-0.056,-0.194
-2.774,-1.874
-1.098,-1.018
-0.531,-0.228
1.694,1.580
0.366,2.552
1.779,1.543
1.808,1.235
2.724,1.311
0.756,0.928
1.718,1.904
1.019,2.010
3.928,0.668
-0.569,3.178
2.050,1.297
0.588,2.816
0.763,2.526
1.101,1.814
0.749,1.690
-0.369,2.351
1.665,2.084
2.393,1.125
0.546,2.217
1.167,2.401
0.026,2.891
0.070,2.926
0.460,2.013
0.414,2.274
1.812,1.794
1.593,0.566
1.445,1.801
2.413,0.853
0.644,2.446
0.942,2.497
0.255,3.084
2.326,1.649
0.052,3.052
0.817,2.804
0.670,2.369
1.707,2.618
1.693,1.649
2.129,1.319
-0.930,3.158
-1.027,3.258
0.670,2.752
2.408,1.151
0.773,1.676
0.375,2.737
-0.098,2.407
2.584,0.805
1.205,1.052
0.217,1.922
0.133,2.942
2.121,0.767
1.153,1.918
1.404,1.065
0.002,2.918
0.554,3.059
-0.526,3.275
3.116,1.374
1.695,1.394
2.410,1.595
0.475,1.262
0.426,1.967
1.639,2.597
1.277,1.944
2.415,1.440
-0.073,2.644
0.982,2.491
1.275,2.007
-0.935,3.519
1.141,2.028
0.403,2.737
0.695,2.752
-0.659,3.467
1.776,1.394
0.429,2.248
0.555,2.764
1.759,2.152
1.491,1.920
0.034,2.505
0.523,2.217
0.521,2.292
0.041,2.952
0.019,2.567
2.356,0.723
1.352,2.441
-0.067,2.647
1.052,2.032
1.271,2.341
1.056,1.605
0.297,2.526
2.739,1.409
1.853,1.302
1.797,2.127
2.714,1.419
-0.142,2.744
1.759,1.235
0.709,2.183
0.772,2.700
2.388,1.355
-0.750,3.519
0.095,1.334
0.158,2.047
0.840,2.951
0.642,2.395
2.117,0.405
2.583,1.257
-0.024,2.599
-1.676,3.422
0.190,1.282
1.548,1.731
0.112,2.763
1.301,1.512
0.149,3.100
0.122,2.925
-1.810,3.687
0.491,2.552
2.017,0.803
1.539,1.505
0.124,2.873
1.045,1.658
1.859,1.889
2.162,1.687
1.347,2.337
-0.793,3.548
0.082,3.011
2.090,1.240
2.507,0.585
-0.440,3.247
1.236,1.198
1.152,0.559
1.940,1.281
1.922,0.061
-1.334,3.500
0.621,2.369
1.383,0.886
0.470,1.058
1.433,2.315
1.678,1.650
0.853,0.750
1.664,0.993
1.204,1.981
0.199,3.096
1.133,2.704
-0.550,0.839
1.635,2.127
1.891,1.324
1.368,2.416
-0.158,2.327
1.877,1.302
1.082,0.697
1.128,1.967
2.036,1.345
2.448,0.880
0.477,0.944
-0.016,2.945
2.219,0.224
-0.667,3.417
1.863,1.820
0.318,2.764
0.929,2.527
2.020,1.280
2.064,1.279
0.565,2.598
0.781,2.290
0.502,2.875
0.041,2.547
0.690,1.161
0.820,3.060
1.992,1.464
1.763,0.847
1.672,1.606
-0.992,3.452
1.352,2.187
0.097,2.295
-2.533,4.063
0.392,2.182
2.134,0.701
1.399,1.979
1.423,0.177
0.011,2.816
1.875,1.889
2.389,1.413
1.076,1.632
3.006,-0.108
-0.027,2.633
1.297,2.005
0.512,2.003
1.258,0.683
1.935,0.741
-0.005,2.622
0.561,2.637
-0.186,2.588
0.498,2.598
-0.613,3.232
3.112,0.872
2.943,1.069
0.109,2.409
0.668,2.139
-0.975,3.414
1.058,1.101
0.357,2.270
1.153,2.677
0.240,3.115
1.068,-1.347
0.328,2.346
0.944,2.385
2.944,2.336
3.563,-0.133
2.880,2.375
3.688,4.876
-2.396,3.996
0.186,2.152
1.443,0.738
3.228,1.060
-0.816,-0.394
0.968,1.520
0.397,-2.336
1.975,-0.706
-2.561,2.721
-2.837,-0.862
-2.581,0.953
-3.277,-2.163
2.795,-2.207
-3.117,1.627
-0.693,3.537
-0.792,0.889
-1.882,3.117
-3.785,4.756
2.910,2.908
1.737,1.975
-2.925,-2.505
-3.354,-2.837
1.400,2.887
-0.069,3.391
2.250,3.283
1.433,-3.418
1.723,1.302
2.793,2.167
1.958,-3.379
-2.146,3.811
-2.054,-0.699
3.950,7.182
1.921,1.658
-0.098,3.330
1.119,3.261
1.461,2.888
-3.428,7.746
-0.861,0.355
-0.547,3.176
0.520,-3.416
-3.244,-2.163
3.156,-1.634
1.149,3.401
1.373,2.187
0.199,-3.388
0.342,-0.674
3.343,4.045
-0.508,3.530
-0.039,3.391
-0.498,3.499
1.682,2.924
2.562,1.049
2.915,-2.410
-0.261,-2.640
-1.281,-0.242
-0.311,3.473
-3.076,-2.328
-3.491,7.940
1.105,3.272
0.452,3.448
-1.939,-2.624
2.255,1.578
-0.197,3.358
1.699,-3.492
-3.945,5.443
-2.397,-0.213
-2.702,4.269
0.952,-3.597
-0.662,3.104
3.468,2.075
1.012,-2.123
0.831,3.346
-3.859,4.772
-1.513,3.667
3.704,-0.498
2.732,0.907
-1.065,3.595
1.364,1.065
3.901,7.267
-0.768,3.616
-3.142,-0.876
1.882,-3.379
2.666,1.391
0.999,3.448
-2.020,3.770
2.642,-2.550
2.826,0.363
2.741,3.404
-0.312,-3.370
-3.724,0.405
0.048,-0.657
-0.740,-3.497
