z,u_wc
-0.704,-0.281
-1.675,-1.923
0.935,0.348
-2.791,-2.342
-1.126,-0.736
-0.029,-0.053
-0.069,0.130
-0.211,-0.140
-1.969,-1.787
-1.401,-1.569
0.060,0.183
-0.352,-0.755
-0.922,-0.400
-0.338,-0.435
-0.690,-0.496
-1.518,-1.044
-1.755,-1.249
-1.466,-1.242
0.460,0.023
-0.374,-0.510
0.217,-0.018
-1.123,-1.451
-1.323,-1.310
-1.685,-1.096
-3.339,-2.129
-2.461,-1.849
-1.075,-0.912
-0.639,-0.475
-2.050,-1.787
-0.797,-0.921
-2.519,-2.167
-1.470,-1.315
-0.864,-1.177
-0.931,-1.125
-2.486,-2.006
-0.505,-0.562
-0.283,-0.095
-0.881,-0.301
0.207,0.033
0.420,0.031
-1.114,-1.295
-2.108,-1.787
1.073,0.701
-1.335,-0.709
-0.388,-0.458
0.091,0.510
1.072,1.450
-1.037,-0.718
-1.893,-1.280
-0.452,-1.037
-2.266,-2.202
-1.734,-1.654
-1.669,-1.432
-0.842,-0.397
1.528,1.502
-1.080,-0.705
0.224,0.038
-0.871,-1.106
-1.645,-1.332
-1.392,-0.689
-1.727,-1.826
0.335,1.005
-2.878,-2.625
-0.912,-1.141
-1.236,-0.191
-1.379,-1.260
-0.696,-1.087
-1.904,-1.029
-2.208,-2.055
-0.342,-0.174
-0.972,-0.876
-0.514,-0.290
-1.017,-0.878
-1.129,-0.779
0.316,0.057
1.346,1.713
-3.117,-2.269
-0.592,-0.987
-0.413,-0.536
-1.210,-1.221
-1.246,-1.316
-0.210,0.415
0.714,0.348
-0.076,-0.303
-1.831,-1.567
-0.683,-0.368
-3.207,-2.205
-1.427,-0.885
-1.026,-0.029
-2.258,-2.167
-0.867,-1.288
-1.310,-1.203
-1.157,-1.300
-1.732,-1.796
-2.003,-1.826
0.919,0.750
-2.176,-2.714
-0.078,-0.042
0.095,-0.020
-0.432,-0.267
-1.132,-0.544
0.102,0.710
-1.784,-1.613
-1.202,-1.297
-0.616,-0.013
-0.488,-0.895
-1.465,-1.255
-1.597,-1.598
0.233,-0.029
-0.167,0.040
-1.690,-1.092
-1.242,-1.315
-3.146,-2.474
0.419,0.854
-0.531,-0.544
-0.873,-0.582
0.269,0.025
-1.407,-0.787
0.010,-0.235
-2.297,-1.813
-0.916,-1.113
-1.973,-1.787
-1.092,-0.938
-1.348,-0.811
0.031,-0.418
-0.636,-0.544
-0.869,-1.099
0.126,0.241
-1.168,-1.504
-0.448,-0.588
-1.145,-1.221
0.085,0.510
-1.256,-1.300
0.366,0.057
-0.140,-0.574
-2.392,-2.257
-0.799,-0.842
-1.478,-0.859
1.304,1.843
-1.219,-0.656
-0.887,-1.203
-0.212,0.140
-1.688,-1.588
-1.430,-1.442
-1.846,-1.734
-0.308,-0.257
-0.924,-0.570
-0.551,-0.523
-3.675,-2.079
-0.775,-0.544
-0.395,0.089
-1.175,-0.630
-2.201,-1.722
-2.117,-1.577
-3.043,-2.312
-0.848,-1.177
-0.049,-0.251
-1.521,-0.988
-1.107,-1.313
-2.368,-1.926
-0.635,-1.018
-1.279,-0.859
-1.810,-1.826
-0.407,-0.536
-1.286,-1.247
-0.746,-0.842
-2.162,-1.647
-1.228,-1.531
-1.563,-1.070
-1.200,-0.833
-2.329,-1.813
-2.610,-1.876
-2.213,-1.813
-1.535,-1.189
-1.910,-1.622
-1.587,-1.380
-1.008,-0.634
-0.549,-0.589
-1.052,-0.713
-1.078,-0.384
