z,u,x1,x2
0.279,0.606,8.571,18.571
-0.730,0.941,8.571,18.571
-1.197,0.495,0.000,25.000
0.747,2.190,8.571,18.571
-2.463,-1.714,0.000,25.000
-2.888,-2.521,0.000,25.000
0.164,-0.103,8.571,18.571
-0.255,-0.050,8.571,18.571
-3.124,-1.748,0.000,25.000
-3.062,-0.895,0.000,25.000
0.538,0.567,8.571,18.571
-2.285,-1.860,0.000,25.000
-1.214,-0.508,0.000,25.000
-0.964,-0.235,0.000,25.000
-1.236,-0.588,0.000,25.000
-1.580,-1.055,0.000,25.000
-1.473,-1.303,0.000,25.000
-0.242,0.140,8.571,18.571
-1.074,-0.433,0.000,25.000
-1.667,-0.496,0.000,25.000
0.058,0.701,8.571,18.571
-0.792,-0.018,8.571,18.571
-1.236,0.076,0.000,25.000
-1.358,0.272,0.000,25.000
-0.751,1.168,8.571,18.571
-0.574,1.386,8.571,18.571
-2.221,-0.247,0.000,25.000
-2.863,-0.816,0.000,25.000
0.663,0.892,8.571,18.571
-0.662,1.142,8.571,18.571
-3.378,-2.731,0.000,25.000
0.225,0.609,8.571,18.571
-1.068,0.135,0.000,25.000
-0.637,-0.007,8.571,18.571
-1.708,-0.361,0.000,25.000
0.110,0.600,8.571,18.571
-2.212,-0.242,0.000,25.000
-1.055,0.372,0.000,25.000
-1.346,-0.825,0.000,25.000
-0.013,0.907,8.571,18.571
-0.709,0.750,8.571,18.571
0.578,1.342,8.571,18.571
-1.695,-0.797,0.000,25.000
-0.829,0.123,8.571,18.571
-0.716,0.160,8.571,18.571
-1.122,-0.113,0.000,25.000
-0.548,1.249,8.571,18.571
-1.200,0.090,0.000,25.000
0.569,0.390,8.571,18.571
-0.943,0.431,0.000,25.000
0.915,1.333,8.571,18.571
-0.834,0.867,8.571,18.571
-2.892,-2.195,0.000,25.000
-2.027,-0.780,0.000,25.000
-0.432,1.194,8.571,18.571
-1.664,-0.553,0.000,25.000
-0.736,0.208,8.571,18.571
-2.660,-0.982,0.000,25.000
-2.845,-1.625,0.000,25.000
-2.159,-1.763,0.000,25.000
-2.661,-0.289,0.000,25.000
-1.331,-0.398,0.000,25.000
-1.756,-0.595,0.000,25.000
-0.004,0.202,8.571,18.571
-2.025,-1.876,0.000,25.000
-1.120,0.171,0.000,25.000
-0.425,0.507,8.571,18.571
-0.249,1.006,8.571,18.571
-1.282,0.331,0.000,25.000
-0.301,0.857,8.571,18.571
-0.533,0.706,8.571,18.571
-2.377,-1.868,0.000,25.000
-0.682,0.735,8.571,18.571
0.538,0.542,8.571,18.571
-1.397,-0.399,0.000,25.000
-1.947,-1.046,0.000,25.000
-0.777,-0.329,8.571,18.571
-0.956,-0.042,0.000,25.000
-1.359,-0.008,0.000,25.000
-0.774,-0.402,8.571,18.571
-0.385,-0.575,8.571,18.571
-1.372,-0.306,0.000,25.000
-0.775,1.108,8.571,18.571
-0.778,0.921,8.571,18.571
-0.278,1.475,8.571,18.571
1.752,-0.192,8.571,18.571
1.197,1.661,16.000,0.000
-0.483,0.071,8.571,18.571
-1.275,0.228,0.000,25.000
-1.459,0.608,0.000,25.000
-1.034,0.483,0.000,25.000
-0.517,0.426,8.571,18.571
-0.972,0.683,0.000,25.000
-0.272,0.106,8.571,18.571
1.145,1.784,16.000,0.000
-1.204,-0.355,0.000,25.000
-0.000,-0.662,8.571,18.571
-0.811,0.942,8.571,18.571
-0.890,0.364,0.000,25.000
-1.612,0.063,0.000,25.000
-2.637,-1.532,0.000,25.000
-1.210,-0.866,0.000,25.000
-1.852,-0.691,0.000,25.000
-0.412,-0.580,8.571,18.571
-0.546,0.344,8.571,18.571
-4.189,-0.996,0.000,25.000
-0.749,-0.029,8.571,18.571
-0.507,0.496,8.571,18.571
-1.184,1.251,0.000,25.000
-1.040,-1.345,0.000,25.000
-1.526,0.469,0.000,25.000
-0.125,0.074,8.571,18.571
-0.576,0.481,8.571,18.571
-1.421,-0.307,0.000,25.000
-0.506,0.457,8.571,18.571
-0.013,-0.103,8.571,18.571
-0.882,-1.111,0.000,25.000
-1.965,0.411,0.000,25.000
0.559,1.337,8.571,18.571
-1.108,-0.322,0.000,25.000
-1.009,0.228,0.000,25.000
0.255,1.254,8.571,18.571
-0.505,0.647,8.571,18.571
-0.079,0.084,8.571,18.571
-1.444,-0.177,0.000,25.000
0.348,2.321,8.571,18.571
-1.792,-0.007,0.000,25.000
-2.316,1.218,0.000,25.000
0.855,1.846,8.571,18.571
-1.958,-0.225,0.000,25.000
-0.942,0.067,0.000,25.000
-2.030,0.046,0.000,25.000
0.214,-0.230,8.571,18.571
-2.973,-0.102,0.000,25.000
0.507,1.782,8.571,18.571
-2.156,-0.710,0.000,25.000
-1.254,-1.035,0.000,25.000
-1.793,-0.063,0.000,25.000
-1.306,-0.068,0.000,25.000
-1.233,-0.450,0.000,25.000
0.145,0.955,8.571,18.571
-0.243,1.108,8.571,18.571
-0.791,0.665,8.571,18.571
