z,u,x1,x2
0.249,0.730,16.000,0.000
-2.207,-0.055,0.000,25.000
0.294,1.442,16.000,0.000
-1.395,-0.249,0.000,25.000
-1.561,0.580,0.000,25.000
-2.215,-1.380,0.000,25.000
-0.756,0.605,8.571,18.571
0.314,0.600,16.000,0.000
-2.331,-0.679,0.000,25.000
-1.323,0.052,0.000,25.000
0.543,0.375,16.000,0.000
-0.901,0.337,8.571,18.571
-0.485,0.377,8.571,18.571
-1.262,-0.394,0.000,25.000
-1.708,-0.064,0.000,25.000
-0.520,1.505,8.571,18.571
0.345,2.126,16.000,0.000
1.220,2.020,16.000,0.000
-2.284,-1.175,0.000,25.000
-0.886,0.125,8.571,18.571
-2.430,-1.039,0.000,25.000
-0.668,0.094,8.571,18.571
-2.188,-0.937,0.000,25.000
-1.116,-1.097,0.000,25.000
-2.692,-1.586,0.000,25.000
-2.771,-0.718,0.000,25.000
-1.197,0.035,0.000,25.000
-2.344,-0.875,0.000,25.000
-1.625,-0.438,0.000,25.000
-0.826,0.181,8.571,18.571
-1.703,0.147,0.000,25.000
-1.527,-1.075,0.000,25.000
-1.028,-0.373,0.000,25.000
-0.193,-0.228,8.571,18.571
-1.664,-0.655,0.000,25.000
-1.926,-0.844,0.000,25.000
-1.546,0.786,0.000,25.000
0.856,1.040,16.000,0.000
-2.077,-0.701,0.000,25.000
0.882,0.940,16.000,0.000
-0.744,1.009,8.571,18.571
-1.530,0.187,0.000,25.000
-1.107,0.350,0.000,25.000
0.821,1.358,16.000,0.000
0.577,2.070,16.000,0.000
-0.594,-0.850,8.571,18.571
0.283,1.063,16.000,0.000
-2.160,-0.313,0.000,25.000
-1.565,-0.274,0.000,25.000
-0.222,0.987,8.571,18.571
-0.892,-0.329,8.571,18.571
0.104,0.777,8.571,18.571
-1.185,0.471,0.000,25.000
-1.083,-0.654,0.000,25.000
-1.274,0.127,0.000,25.000
0.442,0.968,16.000,0.000
-3.749,-2.563,0.000,25.000
-0.941,-0.484,8.571,18.571
0.018,1.380,8.571,18.571
1.144,1.668,16.000,0.000
-0.944,-0.371,8.571,18.571
-0.939,0.254,8.571,18.571
0.657,1.207,16.000,0.000
-0.543,0.297,8.571,18.571
-0.184,1.009,8.571,18.571
0.312,0.794,16.000,0.000
-2.207,-1.780,0.000,25.000
-1.525,-0.330,0.000,25.000
-2.118,-1.307,0.000,25.000
-1.498,0.060,0.000,25.000
-1.021,-0.987,0.000,25.000
-1.034,0.910,0.000,25.000
-0.442,0.593,8.571,18.571
-0.587,-1.080,8.571,18.571
-1.419,-0.901,0.000,25.000
-0.481,0.235,8.571,18.571
-1.832,-0.562,0.000,25.000
-1.575,-0.578,0.000,25.000
-0.891,0.092,8.571,18.571
0.013,1.798,8.571,18.571
-0.554,0.058,8.571,18.571
-0.820,-0.018,8.571,18.571
-2.062,-0.926,0.000,25.000
-2.377,-2.666,0.000,25.000
-0.464,0.387,8.571,18.571
-0.269,0.197,8.571,18.571
-1.423,0.516,0.000,25.000
-0.705,-0.108,8.571,18.571
-2.140,-2.039,0.000,25.000
-0.953,-0.421,8.571,18.571
-0.419,0.858,8.571,18.571
-0.633,0.720,8.571,18.571
-0.563,0.077,8.571,18.571
-0.717,2.130,8.571,18.571
-1.105,0.059,0.000,25.000
0.801,2.565,16.000,0.000
-3.049,-1.428,0.000,25.000
-1.328,-0.642,0.000,25.000
-1.454,-1.220,0.000,25.000
-1.112,0.114,0.000,25.000
-0.682,0.356,8.571,18.571
-2.077,-0.128,0.000,25.000
-2.045,-0.459,0.000,25.000
-2.405,-0.767,0.000,25.000
-0.519,0.250,8.571,18.571
0.483,1.455,16.000,0.000
2.232,2.442,8.571,18.571
-0.511,1.263,8.571,18.571
-2.178,-0.477,0.000,25.000
-0.548,-0.302,8.571,18.571
-2.210,-0.969,0.000,25.000
-1.011,0.243,8.571,18.571
-2.727,-1.407,0.000,25.000
-0.911,0.277,8.571,18.571
-3.159,-2.495,0.000,25.000
0.204,1.402,16.000,0.000
0.000,-0.086,8.571,18.571
-0.579,-0.417,8.571,18.571
0.817,0.387,16.000,0.000
-0.369,1.308,8.571,18.571
-1.815,-0.214,0.000,25.000
0.011,2.057,8.571,18.571
-1.704,-0.036,0.000,25.000
-2.005,0.287,0.000,25.000
-1.518,-1.297,0.000,25.000
-2.473,-0.579,0.000,25.000
-1.493,0.069,0.000,25.000
-1.483,-1.345,0.000,25.000
-0.991,-0.347,8.571,18.571
-2.204,-0.185,0.000,25.000
-0.848,0.379,8.571,18.571
-2.701,-2.020,0.000,25.000
-1.985,-0.973,0.000,25.000
-0.549,0.395,8.571,18.571
-0.352,-0.199,8.571,18.571
-1.108,-0.710,0.000,25.000
-0.284,1.109,8.571,18.571
-1.809,-0.472,0.000,25.000
-1.057,-0.770,0.000,25.000
-0.671,0.338,8.571,18.571
-1.439,-0.675,0.000,25.000
-0.762,-1.113,8.571,18.571
-1.142,-0.574,0.000,25.000
-1.431,-0.238,0.000,25.000
-1.906,-1.017,0.000,25.000
-2.166,-1.004,0.000,25.000
-1.025,0.526,0.000,25.000
-1.719,-0.297,0.000,25.000
-1.255,-0.642,0.000,25.000
0.404,1.196,16.000,0.000
1.453,1.734,16.000,0.000
1.034,2.680,16.000,0.000
2.040,3.091,8.571,18.571
1.655,1.963,8.571,18.571
1.068,2.722,16.000,0.000
1.210,3.241,16.000,0.000
1.109,2.674,16.000,0.000
0.801,3.434,16.000,0.000
0.101,3.063,8.571,18.571
1.237,2.890,16.000,0.000
0.785,3.951,16.000,0.000
1.948,2.855,8.571,18.571
2.056,2.317,8.571,18.571
1.628,2.642,8.571,18.571
0.962,2.508,16.000,0.000
1.577,2.109,16.000,0.000
0.510,3.922,16.000,0.000
1.147,2.141,16.000,0.000
0.027,3.721,8.571,18.571
-1.009,2.765,8.571,18.571
