z,u,x1,x2
-1.944,-0.166,0.000,25.000
-1.527,-1.032,0.000,25.000
-1.335,-0.447,0.000,25.000
-0.752,-0.109,0.000,25.000
-1.182,0.360,0.000,25.000
-0.187,0.823,8.571,18.571
-2.336,-1.633,0.000,25.000
-0.886,0.630,0.000,25.000
-1.041,-0.104,0.000,25.000
-2.118,-1.963,0.000,25.000
-0.721,-0.023,0.000,25.000
0.788,1.238,16.000,0.000
-0.486,-0.452,8.571,18.571
-0.799,0.035,0.000,25.000
-2.045,-0.844,0.000,25.000
-0.942,0.015,0.000,25.000
-0.429,0.268,8.571,18.571
-0.741,-0.357,0.000,25.000
0.473,1.246,16.000,0.000
-1.176,-0.686,0.000,25.000
1.397,2.714,16.000,0.000
-0.871,-0.120,0.000,25.000
-0.995,0.290,0.000,25.000
-2.021,-1.232,0.000,25.000
-1.471,0.690,0.000,25.000
-1.333,-1.049,0.000,25.000
-0.338,2.029,8.571,18.571
0.441,1.891,16.000,0.000
-0.425,0.737,8.571,18.571
-1.384,-1.599,0.000,25.000
-1.292,0.570,0.000,25.000
-2.561,-0.256,0.000,25.000
-0.059,0.689,8.571,18.571
-0.913,0.260,0.000,25.000
-0.297,0.380,8.571,18.571
-0.641,0.452,8.571,18.571
-1.083,-0.429,0.000,25.000
-1.681,0.445,0.000,25.000
-0.122,1.560,8.571,18.571
-1.071,-0.337,0.000,25.000
-0.539,-0.194,8.571,18.571
-0.223,-0.492,8.571,18.571
-0.958,-0.014,0.000,25.000
-2.227,-1.443,0.000,25.000
-0.092,0.493,8.571,18.571
-0.221,1.565,8.571,18.571
-1.320,0.069,0.000,25.000
-1.928,-1.319,0.000,25.000
-0.814,0.393,0.000,25.000
-0.870,-0.474,0.000,25.000
-0.628,0.022,0.000,25.000
-0.655,-0.903,8.571,18.571
-1.700,-1.344,0.000,25.000
-0.289,0.429,8.571,18.571
-0.676,0.068,0.000,25.000
-1.047,-0.272,0.000,25.000
-2.891,-2.036,8.571,18.571
-0.644,-0.893,8.571,18.571
-0.690,-0.214,0.000,25.000
-2.937,-1.817,8.571,18.571
-2.194,-0.382,0.000,25.000
-2.315,-2.551,0.000,25.000
-1.526,-0.242,0.000,25.000
-1.907,-1.191,0.000,25.000
-0.693,0.346,0.000,25.000
-1.874,-0.399,0.000,25.000
0.890,1.573,16.000,0.000
-0.966,-0.214,0.000,25.000
-2.436,-1.075,0.000,25.000
-0.390,0.341,8.571,18.571
-2.196,-0.293,0.000,25.000
-0.772,-0.312,0.000,25.000
-1.109,-1.341,0.000,25.000
-0.613,1.068,0.000,25.000
-0.541,0.993,8.571,18.571
-2.890,-0.722,8.571,18.571
-2.004,-0.118,0.000,25.000
-1.598,-1.393,0.000,25.000
-2.047,-1.212,0.000,25.000
0.023,0.013,8.571,18.571
-0.047,1.045,8.571,18.571
-3.089,-1.130,8.571,18.571
-1.219,-0.531,0.000,25.000
-2.653,-1.779,0.000,25.000
-0.546,1.491,8.571,18.571
-0.458,0.848,8.571,18.571
-0.301,0.668,8.571,18.571
-1.324,-0.950,0.000,25.000
-1.490,0.274,0.000,25.000
-3.680,-2.043,8.571,18.571
-2.354,-1.540,0.000,25.000
-1.241,0.944,0.000,25.000
-2.665,-1.258,0.000,25.000
0.221,1.076,8.571,18.571
-1.065,-0.307,0.000,25.000
