z,u_wc
0.490,0.544
0.052,-0.499
-2.189,-2.790
-0.598,-0.132
0.636,-0.380
-1.393,-0.979
-1.555,-1.476
-0.559,-0.062
-4.456,-2.832
-1.352,-0.979
-0.673,-0.496
-0.558,-0.470
-1.223,-0.986
-1.274,-0.513
-1.076,-0.744
-2.462,-1.732
0.145,0.330
-1.830,-1.623
-1.136,-0.535
-0.526,-0.345
-1.045,-0.589
-1.337,-1.867
0.650,0.760
-0.779,-0.496
-1.280,-1.688
-0.235,-0.265
-3.095,-3.699
-1.257,-0.978
-1.790,-1.607
-0.932,-0.754
-1.093,-0.890
-1.410,-1.608
-1.117,-0.589
-0.970,-0.890
-0.069,-0.179
-1.290,-1.012
-1.828,-1.650
-2.211,-2.928
-3.304,-3.749
-1.262,-1.820
-1.417,-3.510
0.234,-2.550
-0.922,-0.786
-0.750,-0.753
0.157,-1.505
-0.903,-0.829
-2.204,-1.467
-2.030,-3.538
-0.158,-0.164
-1.653,-1.618
-0.770,-0.586
-0.557,-0.470
-0.778,-0.727
-0.910,-0.786
0.494,-1.061
-0.763,-0.451
-0.438,-0.819
-1.458,-1.004
1.123,-0.091
0.410,-0.106
-2.364,-3.756
-2.063,-1.715
-1.773,-1.607
-0.092,-0.294
0.409,0.043
0.052,0.117
-0.526,-0.345
-2.882,-1.463
-0.372,-1.030
-2.261,-2.348
-1.359,-1.742
-0.552,-0.483
-0.523,-0.088
-2.656,-3.009
-0.245,-0.365
-0.569,-0.575
-0.533,-0.246
-0.174,-0.259
-2.164,-3.049
-0.826,-0.806
-1.141,-1.002
0.998,0.830
-0.489,-0.106
-0.784,-0.675
-0.987,-0.877
0.669,-0.348
0.669,0.057
0.465,0.723
-3.311,-3.659
1.651,1.523
-0.011,0.249
-0.607,-0.979
-1.623,-1.528
-0.697,-0.722
-3.548,-3.587
-1.098,-0.890
-0.097,-0.138
-1.479,-0.621
-0.517,-0.083
-0.124,-0.496
-1.554,-1.396
-1.383,-1.026
-0.810,-0.496
-1.856,-1.518
-0.513,-0.491
0.761,-0.330
-1.466,-1.236
-0.445,-0.470
-1.418,-0.700
-1.870,-1.634
-0.092,-0.232
-3.047,-2.599
-2.420,-1.759
-0.987,-1.343
-1.185,-1.476
-0.099,0.092
-2.083,-1.547
-1.673,-1.012
0.234,-0.595
-1.260,-1.237
1.310,0.582
-2.496,-2.465
-0.979,-0.812
-1.411,-1.661
0.029,-0.499
-0.287,-0.823
-1.720,-1.012
-0.535,-0.688
-0.900,-0.665
-0.444,-0.518
-0.954,-0.548
-0.260,-0.470
0.128,1.125
-2.544,-1.525
-2.034,-1.704
-0.816,-0.470
-0.792,-0.473
-1.310,-1.103
-2.962,-3.784
