z,u_wc
-1.428,-1.277
-2.096,-1.433
-0.704,-0.787
-2.741,-2.565
-0.726,-0.430
-0.413,-0.589
-0.625,-1.254
0.814,0.752
-0.139,-0.064
0.308,-0.332
-2.319,-2.772
-0.614,-0.982
-0.519,-0.326
-0.027,0.103
-0.338,-0.342
-1.015,-0.362
-0.653,-0.930
-1.394,-1.720
-0.578,-1.242
0.198,0.349
-1.755,-1.761
-0.795,-0.872
0.630,0.330
-0.897,-0.461
-0.768,-1.455
-1.186,-1.196
-0.551,-0.289
-2.273,-1.864
-0.106,-0.278
-1.623,-1.174
-0.487,-0.478
0.428,-0.235
-2.200,-1.775
-1.249,-0.631
-1.139,-1.190
-1.829,-1.174
-1.461,-0.625
1.225,1.743
-0.988,-1.113
-0.459,-1.163
-0.905,-0.580
-2.238,-2.827
-0.074,-0.305
-1.972,-1.841
-0.660,-0.378
-1.398,-0.869
-0.230,-0.326
-0.165,-0.672
-1.363,-1.167
-0.931,-1.039
0.476,0.435
-0.421,-0.714
-0.975,-0.615
-2.845,-2.539
-1.221,-1.167
0.829,0.873
-1.836,-0.733
-0.913,-0.615
-0.598,-1.032
-2.322,-2.018
-1.463,-1.718
-1.888,-2.960
-2.249,-1.407
0.119,-0.171
-0.935,-1.061
0.449,0.569
-0.142,-0.060
-0.618,-0.158
-0.155,-0.305
-1.383,-1.720
-1.629,-0.909
0.467,0.594
-1.494,-1.168
0.591,-0.117
-1.589,-1.324
-1.347,-1.156
-0.428,-0.254
-1.052,-1.170
-2.920,-2.475
-0.077,0.067
-0.324,-0.136
-1.840,-2.445
-2.044,-1.868
-2.380,-1.748
-0.529,-0.787
0.102,-0.376
-1.035,-0.813
-1.524,-1.168
-1.472,-0.710
-1.609,-0.436
-1.323,-1.627
-0.137,-0.060
-1.014,-0.525
-1.426,-1.229
0.282,-0.415
-0.847,-0.456
-0.809,-1.160
-1.286,-1.040
-0.210,-0.178
-0.694,-1.032
-1.517,-1.224
-2.361,-1.864
0.604,0.397
-1.651,-1.324
-2.707,-1.140
-1.901,-1.389
-2.111,-1.891
-0.941,-0.488
-0.192,-0.331
-0.565,-0.441
-2.605,-2.867
-1.141,-1.802
-0.897,-0.446
-0.720,-0.956
-0.536,-0.289
-0.376,-0.236
-0.837,-1.035
-3.234,-1.814
0.862,0.961
-0.642,-0.331
-0.212,-0.215
-1.753,-1.333
0.244,0.118
-0.343,-0.536
-2.803,-2.588
-0.094,0.227
-3.340,-1.687
0.595,0.552
-1.978,-2.627
-1.666,-1.286
-0.102,-0.205
2.399,1.394
-0.366,-0.685
-2.096,-3.043
-0.624,-0.441
-1.913,-2.960
-2.107,-2.374
-0.215,-0.090
-0.999,-1.140
-0.944,-1.061
-1.317,-0.922
-2.113,-3.043
-2.406,-3.041
-1.042,-0.605
-1.070,-1.160
-0.647,-0.819
-0.710,-0.396
-1.120,-1.190
-1.951,-1.841
-1.970,-1.826
1.547,1.002
0.547,2.810
1.065,2.112
-0.407,3.075
0.417,2.612
1.626,2.029
0.554,2.832
-0.195,2.954
0.251,2.608
0.651,2.470
1.141,2.212
2.565,1.536
1.457,0.460
0.239,2.975
0.668,2.737
0.664,1.721
0.668,2.066
0.044,2.827
1.637,1.138
0.401,2.575
1.852,1.343
0.578,2.255
1.524,1.711
1.790,0.046
1.580,1.251
1.285,2.517
0.147,2.771
0.629,1.729
0.905,1.991
0.382,2.055
1.115,2.735
1.256,2.062
0.208,2.605
0.798,2.347
0.611,2.003
1.170,2.167
0.034,3.028
-1.282,3.234
0.267,2.811
-1.332,3.177
1.542,0.975
2.755,-0.187
1.758,1.343
1.412,2.691
-0.100,2.836
2.019,1.292
2.927,1.078
-0.269,3.002
3.104,0.970
1.585,2.190
2.238,0.092
1.013,2.112
1.656,1.763
1.929,0.787
1.088,2.212
-0.092,2.597
2.909,0.841
0.404,2.187
-0.385,3.067
-0.061,2.963
-0.220,3.157
1.606,1.994
0.935,2.807
2.155,1.179
-0.657,2.505
1.301,0.309
1.526,1.968
-0.356,3.051
-1.036,2.722
2.549,0.139
0.633,2.519
2.872,0.144
2.462,0.771
0.298,2.134
1.064,1.137
1.428,2.168
2.104,1.039
1.182,1.135
0.698,1.639
1.047,1.033
-0.798,3.025
1.728,1.343
1.018,1.910
0.727,2.737
1.266,1.297
0.362,0.769
2.926,0.850
-0.613,2.973
0.589,2.617
-1.405,3.812
0.748,1.665
2.560,0.247
1.146,0.728
1.177,1.017
-0.214,3.098
1.581,2.280
0.595,1.923
-0.196,3.079
1.883,0.801
1.272,0.541
0.886,2.921
2.507,0.771
1.411,1.142
1.212,1.110
0.633,1.923
0.731,2.425
0.869,1.653
1.824,1.629
0.160,2.227
1.199,2.202
2.750,0.334
1.832,1.496
1.005,0.753
2.519,0.247
0.410,2.114
-0.232,2.211
0.592,1.518
1.619,1.396
1.644,1.082
-0.151,2.875
-0.208,2.708
1.070,2.788
2.970,-0.962
0.389,2.629
0.424,2.437
0.860,2.259
0.022,2.992
0.529,2.432
1.282,1.511
0.473,2.516
1.537,2.584
0.071,2.771
-0.266,3.002
2.489,-0.296
2.589,0.016
1.632,2.289
0.614,2.470
-0.621,1.305
1.081,2.352
2.806,0.785
0.527,2.432
1.296,2.846
0.928,2.294
1.094,1.162
-0.097,2.654
0.749,2.039
0.688,2.535
-0.154,2.901
0.870,1.461
1.556,1.694
-2.166,0.729
1.778,-3.895
1.760,0.721
1.129,2.137
1.552,-1.116
0.342,3.175
-1.986,-3.245
-1.234,-3.707
-2.547,2.436
3.268,0.693
0.667,2.844
-0.793,-0.266
-0.304,-2.008
3.578,5.130
-2.773,3.586
0.690,2.845
0.047,-1.615
0.892,2.216
-3.855,-0.223
2.977,-3.206
3.457,4.287
0.521,-3.758
1.573,3.558
3.380,0.803
1.658,-3.609
-2.780,-0.067
0.610,3.543
0.854,3.030
-0.607,3.372
1.892,2.359
3.475,2.669
3.405,4.273
-0.393,-1.915
-3.094,-0.044
3.879,-1.345
2.711,3.459
-3.003,4.133
3.367,-2.643
2.959,2.125
0.151,3.730
0.730,-3.720
-0.808,1.246
-3.562,4.471
-1.318,-3.626
2.423,2.632
-3.963,-0.432
-1.332,3.951
-0.815,3.929
0.299,3.788
3.359,1.285
-1.229,3.812
-1.224,3.697
1.900,-1.535
-0.382,3.381
-2.203,-3.347
-0.380,2.348
-2.873,-2.425
-2.589,-2.867
-0.013,-3.846
-0.649,2.973
3.319,-1.430
-1.101,3.121
0.645,-3.906
1.058,-1.270
-3.895,2.493
1.308,3.253
-2.576,-1.864
3.689,3.016
-2.811,4.002
-0.683,2.689
-3.317,-1.727
3.975,-3.707
0.018,3.543
0.763,-3.914
-3.463,4.005
2.000,1.231
-2.321,4.043
3.184,3.608
-2.359,3.985
-2.474,-1.426
-3.708,3.517
-0.223,-0.178
0.519,0.731
-3.474,1.106
2.204,3.315
-0.374,3.876
0.195,3.171
-0.474,-0.237
-0.794,-0.317
0.477,3.055
-2.758,-2.513
-2.545,-2.923
2.894,-0.951
3.569,-2.062
-1.014,-1.144
-1.834,-2.292
1.152,-3.900
-0.730,-3.762
-3.797,4.885
-2.751,-0.596
1.728,-0.105
1.271,2.770
-3.783,-1.381
-2.224,3.985
-2.151,3.589
1.375,-3.930
-3.842,-0.159
-3.167,3.940
2.399,3.344
-2.572,-0.542
1.222,2.202
-2.095,-3.043
-3.204,4.428
-2.055,-2.470
1.778,3.491
2.846,1.863
2.642,1.651
-0.823,0.435
1.345,-3.335
-2.360,-3.014
-1.655,-2.337
3.171,-2.505
-3.896,4.168
-3.316,-1.512
-2.337,-3.280
-3.788,4.826
-2.549,4.162
0.664,3.683
-0.629,3.904
3.141,-2.836
2.540,-0.267
-1.265,3.285
-1.925,2.518
-0.962,-3.428
0.722,3.349
-1.855,-2.445
0.993,-3.355
-0.725,0.733
0.416,2.512
-0.511,1.788
-1.644,-3.557
3.588,6.530
2.109,-2.909
-2.879,-2.445
2.948,3.431
-0.101,3.848
3.156,3.688
2.399,2.986
-0.598,2.992
-3.820,1.948
-1.851,-3.458
0.333,0.011
1.068,-0.577
-1.937,-1.894
-2.885,2.619
2.679,0.752
3.875,-3.027
0.206,-2.586
-2.627,2.343
-1.822,-3.486
-3.853,5.050
3.314,0.781
-3.058,-0.174
0.612,2.397
-1.808,3.841
0.433,-0.709
1.211,2.762
2.638,1.295
-2.349,-1.905
-3.912,5.491
-2.905,3.312
3.200,1.955
2.991,3.423
0.779,3.499
0.804,2.893
1.320,3.375
-2.597,2.312
3.315,2.226
-0.650,2.635
-0.935,3.161
0.151,-3.782
-3.624,3.949
-2.670,3.796
1.904,-3.866
-3.338,3.374
0.825,-3.930
-2.037,-1.365
-0.886,3.100
-1.690,-3.187
-1.155,3.618
1.752,3.273
-1.623,0.014
0.531,-3.899
-0.192,-0.899
1.309,2.223
3.495,4.688
1.861,2.276
-2.280,-2.018
-3.751,1.890
-1.902,0.218
