z,u,x1,x2
-1.107,0.057,0.000,25.000
-0.561,0.310,8.571,18.571
1.028,0.385,8.571,18.571
-0.999,-0.551,0.000,25.000
-1.670,-0.078,0.000,25.000
-1.067,0.097,0.000,25.000
0.144,1.651,8.571,18.571
0.817,1.504,8.571,18.571
-0.051,0.965,8.571,18.571
-0.396,-0.374,8.571,18.571
0.017,0.135,8.571,18.571
-0.510,0.701,8.571,18.571
-0.066,1.990,8.571,18.571
-0.739,0.687,0.000,25.000
-2.610,-2.656,0.000,25.000
-0.454,0.355,8.571,18.571
-0.468,1.235,8.571,18.571
-1.224,0.584,0.000,25.000
-0.586,0.638,0.000,25.000
-0.448,0.283,8.571,18.571
-1.399,-0.033,0.000,25.000
0.076,0.544,8.571,18.571
-0.331,0.576,8.571,18.571
0.425,1.254,8.571,18.571
-1.648,-1.495,0.000,25.000
-1.321,0.794,0.000,25.000
-0.151,0.275,8.571,18.571
-1.256,-0.259,0.000,25.000
-1.307,-1.313,0.000,25.000
-1.087,-0.020,0.000,25.000
-0.688,-0.140,0.000,25.000
-1.574,0.187,0.000,25.000
-1.132,-0.028,0.000,25.000
-1.283,-0.426,0.000,25.000
-0.463,0.736,8.571,18.571
-2.614,-1.202,0.000,25.000
-1.154,0.595,0.000,25.000
-2.258,-0.489,0.000,25.000
0.717,1.857,8.571,18.571
-3.275,-1.172,-0.000,25.000
-0.756,-0.129,0.000,25.000
-0.204,0.763,8.571,18.571
-1.055,0.217,0.000,25.000
-0.605,-0.022,0.000,25.000
-0.700,0.168,0.000,25.000
-0.065,0.025,8.571,18.571
-0.627,0.014,0.000,25.000
-0.343,0.005,8.571,18.571
-1.673,-0.438,0.000,25.000
0.979,2.588,8.571,18.571
-1.227,0.044,0.000,25.000
-1.798,-0.336,0.000,25.000
-0.349,1.609,8.571,18.571
-0.235,0.559,8.571,18.571
-1.209,-1.276,0.000,25.000
-2.145,-1.543,0.000,25.000
-1.284,1.263,0.000,25.000
1.072,0.930,8.571,18.571
-1.035,-0.682,0.000,25.000
-0.028,0.845,8.571,18.571
-1.213,-0.364,0.000,25.000
-1.095,-0.967,0.000,25.000
-1.726,-1.873,0.000,25.000
-1.682,0.432,0.000,25.000
-0.807,0.811,0.000,25.000
0.439,0.574,8.571,18.571
0.912,1.584,8.571,18.571
-2.646,-1.442,0.000,25.000
-2.609,0.284,0.000,25.000
-1.128,-0.305,0.000,25.000
-1.531,0.090,0.000,25.000
-1.125,0.081,0.000,25.000
-0.708,0.236,0.000,25.000
-2.246,-1.545,0.000,25.000
-1.243,-0.345,0.000,25.000
-0.908,-0.473,0.000,25.000
-1.178,-0.194,0.000,25.000
-1.787,-0.972,0.000,25.000
-2.434,-0.535,0.000,25.000
-1.419,-0.330,0.000,25.000
-1.522,0.018,0.000,25.000
-1.288,0.481,0.000,25.000
-2.081,-0.997,0.000,25.000
-1.033,0.795,0.000,25.000
0.068,0.700,8.571,18.571
0.246,0.915,8.571,18.571
-2.235,-0.897,0.000,25.000
-1.342,-0.038,0.000,25.000
-2.102,-1.369,0.000,25.000
-1.614,-0.290,0.000,25.000
-0.575,-0.079,0.000,25.000
0.792,0.924,8.571,18.571
-0.743,0.697,0.000,25.000
