z,u_wc
-0.760,-0.591
-1.756,-2.301
-1.080,-0.929
-0.318,-0.550
-1.486,-0.400
-0.336,-0.376
-0.028,0.148
-0.435,-0.423
0.445,-0.041
-0.318,-0.339
-2.070,-1.625
-2.793,-2.492
-3.077,-2.451
-1.443,-1.036
0.598,0.074
0.133,0.699
-1.623,-1.236
-1.886,-1.776
-0.851,-0.835
-1.203,-1.218
-1.167,-1.249
-0.816,-0.552
-1.280,-1.242
-0.074,0.320
0.209,0.070
-0.299,-0.361
-1.687,-1.284
-0.496,-0.524
-0.817,-0.650
-1.350,-1.491
0.195,-0.439
-0.454,-0.774
-1.878,-1.345
-1.481,-0.992
0.727,0.931
-1.080,-1.321
2.463,1.833
-2.147,-1.077
-1.180,-1.184
0.020,-0.046
-2.614,-2.117
-0.232,-0.487
-2.375,-1.324
-0.284,-0.149
-1.874,-1.776
-0.726,-0.476
-1.561,-1.178
-0.780,-0.820
-1.190,-1.575
-2.183,-1.941
-0.175,-0.917
-0.147,-0.173
-0.004,-0.121
1.208,0.626
-2.239,-1.968
-2.599,-3.443
-0.216,-0.340
-1.067,-0.659
0.042,-0.306
-0.809,-2.079
0.960,1.166
-2.456,-1.975
-1.400,-1.870
-0.832,-0.846
-0.749,-0.947
-1.289,-0.934
-1.894,-1.776
-1.211,-0.908
-1.465,-0.992
0.111,0.094
-0.509,-0.440
-0.866,-1.000
-1.061,-0.556
-2.717,-2.777
-2.152,-1.394
-2.386,-2.090
0.099,0.718
-0.751,-0.477
-0.382,-0.414
-1.015,-1.251
-2.324,-2.277
-2.135,-1.911
-1.595,-1.434
-0.930,-1.172
-2.536,-2.197
-1.182,-2.733
0.556,0.459
-1.806,-1.776
0.202,-0.461
-0.149,-0.291
-1.841,-1.610
0.355,0.300
-1.820,-1.996
0.234,0.347
-0.800,-0.399
-0.573,-0.378
-1.558,-0.995
-1.385,-0.969
-1.534,-2.462
-2.119,-2.021
-1.194,-0.741
-1.155,-1.210
0.565,0.317
-0.538,-0.736
-2.655,-2.131
-0.191,-0.437
1.232,1.065
0.426,0.766
0.951,1.113
-0.405,-0.339
-0.106,-0.262
-0.214,-0.122
-0.556,-0.334
0.014,0.225
0.184,-0.017
0.181,-0.451
0.689,0.431
0.819,0.905
-1.022,-1.452
-0.953,-1.166
-1.610,-1.021
-0.835,-0.643
-2.698,-3.366
-0.878,-1.355
-1.169,-1.242
-1.184,-0.393
-1.625,-1.562
-0.514,-0.440
-1.518,-1.556
-0.331,-0.979
-1.268,-1.107
0.138,-0.142
0.142,-0.015
0.856,0.434
-0.665,-0.894
-1.356,-1.400
-0.766,-0.503
-2.690,-1.992
0.192,0.201
-0.783,-0.650
-0.462,-0.440
-1.668,-1.460
-0.610,-0.538
-0.613,-0.815
-2.069,-2.166
-1.215,-1.347
0.724,1.033
-1.649,-1.267
-0.845,-0.677
-0.033,0.445
2.051,0.026
0.101,2.811
-0.257,2.966
1.038,2.978
1.334,1.800
1.901,0.105
0.680,1.519
0.384,2.353
0.459,2.697
-0.163,2.885
2.640,1.505
1.655,1.628
1.007,1.696
0.737,2.349
1.377,0.920
0.392,1.799
0.479,2.723
0.470,2.723
-0.196,0.164
1.128,2.536
1.101,1.629
0.798,2.681
1.730,1.307
0.936,0.685
0.218,2.889
0.451,2.088
0.192,2.889
1.286,1.536
2.425,1.417
0.928,1.723
0.226,3.048
1.204,1.603
1.976,1.400
-0.841,2.725
-0.017,3.028
2.838,-1.629
1.440,1.491
3.087,-0.360
0.400,2.340
2.886,-0.438
1.197,2.172
-1.298,2.709
-0.255,2.750
0.655,1.409
1.403,1.308
3.604,0.973
0.572,2.645
0.964,2.251
2.185,-0.460
0.213,2.954
-0.932,0.948
-1.207,2.774
1.829,1.067
0.836,2.402
-0.150,1.169
0.656,1.758
2.401,0.500
1.296,1.099
1.592,2.416
0.277,2.446
-0.279,3.026
0.387,2.050
1.957,1.184
0.157,1.313
1.656,2.528
0.490,1.988
0.843,1.595
1.720,2.089
1.307,0.867
0.641,2.862
1.677,2.431
1.409,0.946
-0.092,2.664
1.203,1.839
2.106,1.669
1.853,0.078
2.374,-0.178
0.334,2.473
0.514,3.035
1.812,2.381
0.601,2.989
0.343,2.068
-0.154,3.110
0.964,2.199
1.205,2.296
-0.189,2.692
0.464,2.088
2.588,1.211
2.543,0.258
2.414,1.423
0.902,1.723
2.122,0.921
2.582,-0.038
1.318,2.045
-1.598,2.785
-0.592,2.795
1.342,2.489
0.499,2.703
1.830,0.105
1.096,1.880
-0.219,2.723
2.099,1.074
1.355,1.612
-0.291,1.930
0.430,2.701
2.018,2.243
0.427,0.872
-1.218,2.475
1.201,1.959
1.526,1.384
2.489,-0.094
1.522,1.455
1.302,2.172
2.297,0.500
0.871,1.692
0.852,1.692
-0.180,2.457
0.910,2.687
1.302,2.059
2.417,1.417
-0.073,2.930
1.642,0.991
2.882,-0.284
1.633,0.965
0.760,2.219
-0.642,2.867
0.994,2.384
1.318,1.536
1.148,1.696
-1.995,2.691
1.859,1.067
1.570,1.654
-0.424,3.341
1.977,1.254
1.398,2.300
-0.896,3.473
0.264,3.038
0.072,2.889
0.457,2.723
1.335,2.005
2.086,2.557
1.666,0.611
0.885,2.627
1.898,-0.120
1.604,1.461
0.156,2.507
0.675,2.708
-0.120,2.400
1.564,1.473
1.431,1.500
-0.913,-0.703
1.479,0.075
1.994,3.479
1.312,3.163
-0.812,-1.060
-0.522,3.378
0.094,0.271
-3.763,4.389
0.800,-3.863
3.745,0.576
2.407,3.489
2.344,-0.625
1.950,3.080
3.611,4.371
-1.094,-0.755
3.941,2.778
-0.547,-0.428
-2.961,-0.302
-2.468,2.841
-1.227,0.461
-0.344,3.096
2.882,1.390
-2.637,3.551
-2.077,2.572
-1.508,-1.374
-1.732,2.051
3.060,3.074
-1.260,3.760
-0.891,-3.783
1.189,3.009
2.720,-3.376
3.561,-2.257
-3.675,1.787
1.299,2.045
0.088,0.279
-2.617,3.104
2.969,-3.252
-2.504,-3.443
-0.596,-3.778
3.608,-1.172
-0.240,-0.490
-2.805,2.899
1.286,3.162
0.007,-3.779
1.636,-3.790
2.938,2.156
2.424,2.396
-0.078,3.623
-3.837,-0.157
1.504,3.030
-2.825,-2.835
-2.574,0.116
-1.248,2.709
-2.528,-1.330
3.080,-1.637
-0.298,-0.045
-2.434,0.354
1.859,2.416
3.477,2.156
-3.067,-0.693
1.849,-3.790
-3.781,-0.846
3.028,-3.282
3.378,3.784
-0.732,3.709
-0.107,3.623
-3.994,2.705
0.636,-0.502
-3.050,0.505
2.377,3.489
-3.603,1.244
-0.277,2.342
-3.154,0.303
-1.669,0.384
-3.209,-0.935
-2.309,2.751
3.505,-2.584
1.785,3.420
2.821,-2.385
3.759,6.370
-3.137,-3.178
0.391,-3.891
0.980,-0.851
3.282,-2.002
-0.654,3.389
1.347,3.451
0.827,2.719
3.461,3.791
2.410,1.671
2.457,-0.066
1.100,-2.061
2.406,3.489
-1.205,3.760
-0.783,0.036
0.827,-0.869
-2.954,-3.120
3.247,2.062
2.559,-2.381
-2.860,-1.312
2.134,3.088
-2.583,2.901
-3.110,3.379
3.746,0.476
-3.852,4.127
-2.423,3.103
-1.003,-1.551
-0.276,-0.008
3.202,-1.521
2.963,3.490
2.690,-2.501
-2.151,2.683
2.919,-3.655
-1.770,-1.610
0.098,3.487
-2.469,0.308
3.145,-3.082
2.893,-3.593
0.116,-1.754
-0.551,3.617
1.076,-3.947
-1.604,-0.493
3.115,-3.312
-1.752,0.293
-0.995,-0.766
0.990,2.822
2.834,3.080
3.736,-0.878
3.531,4.223
-3.065,-1.394
3.163,0.406
0.175,0.914
1.983,-3.864
0.443,-3.835
0.120,-2.869
-0.372,-1.052
0.702,-3.213
3.943,7.287
3.727,-1.635
0.840,2.572
-0.652,-3.701
-2.255,2.743
3.437,-2.450
3.228,3.751
2.514,2.581
-2.502,-3.382
1.369,3.301
-3.370,-1.975
2.726,-3.202
0.333,-3.891
0.178,2.716
1.560,3.329
2.435,-2.292
2.198,3.432
1.627,-2.817
-3.619,3.509
3.222,-2.232
0.860,1.692
-3.251,-1.223
2.236,-3.886
-3.145,3.302
2.421,3.106
-1.332,-1.491
-1.680,-3.729
-1.720,-0.726
2.848,-3.627
-3.519,-2.537
3.433,-1.547
-3.705,-1.472
2.401,-1.889
-0.213,2.939
1.390,3.585
-2.635,-2.020
-0.606,-3.793
-0.207,-1.057
-2.491,-1.304
3.095,3.274
-3.765,3.029
-0.586,3.531
0.580,-2.870
1.282,3.453
-1.491,3.674
-2.658,-1.213
-2.075,2.618
3.757,-1.516
3.654,-0.414
3.133,2.270
1.245,-1.744
2.497,-1.615
-2.020,-0.265
-3.272,-2.393
0.229,-3.945
2.123,0.204
1.787,2.878
1.637,-1.325
0.959,3.378
2.217,3.499
2.445,-3.886
-1.997,-0.110
3.539,4.164
-0.596,-0.126
