z,u_wc
-1.428,-1.145
-2.096,-1.088
-0.704,-0.424
-2.741,-2.166
-0.726,-0.242
-0.413,-0.275
-0.625,-0.850
0.814,0.728
-0.139,0.130
0.308,0.262
-2.319,-2.130
-0.614,-0.809
-0.519,-0.246
-0.027,0.221
-0.338,-0.174
-1.015,-0.053
-0.653,-0.804
-1.394,-1.458
-0.578,-0.785
0.198,0.373
-1.755,-1.360
-0.795,-0.570
0.630,0.689
-0.897,-0.138
-0.768,-0.913
-1.186,-1.094
-0.551,-0.099
-2.273,-1.902
-0.106,0.074
-1.623,-0.832
-0.487,-0.275
0.428,0.409
-2.200,-1.458
-1.249,-0.480
-1.139,-1.068
-1.829,-0.831
-1.461,-0.549
1.225,2.216
-0.988,-0.807
-0.459,-0.643
-0.905,-0.431
-2.238,-2.062
-0.074,-0.020
-1.972,-1.691
-0.660,-0.202
-1.398,-0.554
-0.230,-0.110
-0.165,-0.200
-1.363,-0.870
-0.931,-0.645
0.476,0.557
-0.421,-0.307
-0.975,-0.511
-2.845,-2.247
-1.221,-0.972
0.829,1.087
-1.836,-0.585
-0.913,-0.452
-0.598,-0.804
-2.322,-1.957
-1.463,-1.425
-1.888,-1.838
-2.249,-0.997
0.119,0.234
-0.935,-0.807
0.449,0.638
-0.142,0.150
-0.618,0.047
-0.155,-0.036
-1.383,-1.458
-1.629,-0.730
0.467,0.685
-1.494,-0.801
0.591,0.603
-1.589,-1.077
-1.347,-0.804
-0.428,-0.154
-1.052,-1.043
-2.920,-2.220
-0.077,0.178
-0.324,0.097
-1.840,-1.787
-2.044,-1.852
-2.380,-1.458
-0.529,-0.449
0.102,0.105
-1.035,-0.552
-1.524,-0.776
-1.472,-0.576
-1.609,-0.374
-1.323,-1.248
-0.137,0.175
-1.014,-0.384
-1.426,-1.093
0.282,0.338
-0.847,-0.167
-0.809,-0.931
-1.286,-0.712
-0.210,0.063
-0.694,-0.860
-1.517,-0.870
-2.361,-1.984
0.604,0.601
-1.651,-1.103
-2.707,0.730
-1.901,-1.118
-2.111,-1.868
-0.941,-0.319
-0.192,-0.023
-0.565,-0.263
-2.605,-2.228
-1.141,-1.217
-0.897,-0.138
-0.720,-0.858
-0.536,-0.073
-0.376,-0.097
-0.837,-0.858
-3.234,-1.833
0.862,1.239
-0.642,-0.021
-0.212,-0.023
-1.753,-1.055
0.244,0.347
-0.343,-0.223
-2.803,-2.274
-0.094,0.275
-3.340,-1.687
0.595,0.685
-1.978,-1.915
-1.666,-0.969
-0.102,0.141
2.399,1.600
-0.366,-0.379
-2.096,-1.996
-0.624,-0.289
-1.913,-1.865
-2.107,-1.951
-0.215,0.104
-0.999,-0.993
-0.944,-0.807
-1.317,-0.577
-2.113,-1.996
-2.406,-2.160
-1.042,-0.457
-1.070,-1.048
-0.647,-0.439
-0.710,-0.083
-1.120,-1.068
-1.951,-1.691
-1.970,-1.418
-0.036,-0.000
-1.902,-1.392
-1.017,-0.559
-2.025,-1.928
-1.455,-1.166
