z,u,x1,x2
0.249,0.730,8.571,18.571
-2.207,-0.055,0.000,25.000
0.294,1.442,8.571,18.571
-1.395,-0.249,0.000,25.000
-1.561,0.580,0.000,25.000
-2.215,-1.380,0.000,25.000
-0.756,0.605,8.571,18.571
0.314,0.600,8.571,18.571
-2.331,-0.679,0.000,25.000
-1.323,0.052,0.000,25.000
0.543,0.375,16.000,0.000
-0.901,0.337,0.000,25.000
-0.485,0.377,8.571,18.571
-1.262,-0.394,0.000,25.000
-1.708,-0.064,0.000,25.000
-0.520,1.505,8.571,18.571
0.345,2.126,8.571,18.571
1.220,2.020,16.000,0.000
-2.284,-1.175,0.000,25.000
-0.886,0.125,0.000,25.000
-2.430,-1.039,0.000,25.000
-0.668,0.094,8.571,18.571
-2.188,-0.937,0.000,25.000
-1.116,-1.097,0.000,25.000
-2.692,-1.586,0.000,25.000
-2.771,-0.718,0.000,25.000
-1.197,0.035,0.000,25.000
-2.344,-0.875,0.000,25.000
-1.625,-0.438,0.000,25.000
-0.826,0.181,0.000,25.000
-1.703,0.147,0.000,25.000
-1.527,-1.075,0.000,25.000
-1.028,-0.373,0.000,25.000
-0.193,-0.228,8.571,18.571
-1.664,-0.655,0.000,25.000
-1.926,-0.844,0.000,25.000
-1.546,0.786,0.000,25.000
0.856,1.040,16.000,0.000
-2.077,-0.701,0.000,25.000
0.882,0.940,16.000,0.000
-0.744,1.009,8.571,18.571
-1.530,0.187,0.000,25.000
-1.107,0.350,0.000,25.000
0.821,1.358,16.000,0.000
0.577,2.070,16.000,0.000
-0.594,-0.850,8.571,18.571
0.283,1.063,8.571,18.571
-2.160,-0.313,0.000,25.000
-1.565,-0.274,0.000,25.000
-0.222,0.987,8.571,18.571
-0.892,-0.329,0.000,25.000
0.104,0.777,8.571,18.571
-1.185,0.471,0.000,25.000
-1.083,-0.654,0.000,25.000
-1.274,0.127,0.000,25.000
0.442,0.968,16.000,0.000
-3.749,-2.563,0.000,25.000
-0.941,-0.484,0.000,25.000
0.018,1.380,8.571,18.571
1.144,1.668,16.000,0.000
-0.944,-0.371,0.000,25.000
-0.939,0.254,0.000,25.000
0.657,1.207,16.000,0.000
-0.543,0.297,8.571,18.571
-0.184,1.009,8.571,18.571
0.312,0.794,8.571,18.571
-2.207,-1.780,0.000,25.000
-1.525,-0.330,0.000,25.000
-2.118,-1.307,0.000,25.000
-1.498,0.060,0.000,25.000
-1.021,-0.987,0.000,25.000
-1.034,0.910,0.000,25.000
-0.442,0.593,8.571,18.571
-0.587,-1.080,8.571,18.571
-1.419,-0.901,0.000,25.000
-0.481,0.235,8.571,18.571
-1.832,-0.562,0.000,25.000
-1.575,-0.578,0.000,25.000
-0.891,0.092,0.000,25.000
0.013,1.798,8.571,18.571
-0.554,0.058,8.571,18.571
-0.820,-0.018,0.000,25.000
-2.062,-0.926,0.000,25.000
-2.377,-2.666,0.000,25.000
-0.464,0.387,8.571,18.571
-0.269,0.197,8.571,18.571
-1.423,0.516,0.000,25.000
-0.705,-0.108,8.571,18.571
