z,u_wc
0.490,0.642
0.052,-0.230
-2.189,-2.036
-0.598,0.045
0.636,0.366
-1.393,-0.607
-1.555,-1.437
-0.559,0.192
-4.456,-2.832
-1.352,-0.607
-0.673,-0.227
-0.558,-0.295
-1.223,-0.694
-1.274,-0.272
-1.076,-0.413
-2.462,-1.874
0.145,0.366
-1.830,-1.449
-1.136,-0.283
-0.526,-0.102
-1.045,-0.311
-1.337,-1.460
0.650,0.730
-0.779,-0.227
-1.280,-1.350
-0.235,-0.008
-3.095,-2.254
-1.257,-0.575
-1.790,-1.537
-0.932,-0.488
-1.093,-0.627
-1.410,-1.473
-1.117,-0.289
-0.970,-0.677
-0.069,0.047
-1.290,-0.811
-1.828,-1.427
-2.211,-2.036
-3.304,-2.076
-1.262,-1.381
-1.417,-1.564
0.234,-0.101
-0.922,-0.397
-0.750,-0.625
0.157,-0.320
-0.903,-0.866
-2.204,-1.444
-2.030,-1.955
-0.158,0.063
-1.653,-1.630
-0.770,-0.335
-0.557,-0.295
-0.778,-0.511
-0.910,-0.448
0.494,-0.051
-0.763,-0.145
-0.438,-0.640
-1.458,-0.707
1.123,0.553
0.410,0.231
-2.364,-2.172
-2.063,-1.660
-1.773,-1.401
-0.092,-0.077
0.409,0.278
0.052,0.130
-0.526,-0.102
-2.882,-0.324
-0.372,-0.629
-2.261,-1.986
-1.359,-1.439
-0.552,-0.155
-0.523,0.158
-2.656,-2.145
-0.245,-0.229
-0.569,-0.360
-0.533,-0.009
-0.174,0.018
-2.164,-2.036
-0.826,-0.651
-1.141,-1.006
0.998,0.825
-0.489,0.104
-0.784,-0.482
-0.987,-0.567
0.669,0.337
0.669,0.333
0.465,0.628
-3.311,-2.063
1.651,1.774
-0.011,0.304
-0.607,-0.768
-1.623,-1.490
-0.697,-0.522
-3.548,-2.598
-1.098,-0.602
-0.097,0.063
-1.479,-0.435
-0.517,0.165
-0.124,-0.336
-1.554,-1.121
-1.383,-0.793
-0.810,-0.185
-1.856,-1.154
-0.513,-0.334
0.761,0.398
-1.466,-1.040
-0.445,-0.269
-1.418,-0.450
-1.870,-1.563
-0.092,0.042
