z,u_wc
0.249,0.097
-2.207,-1.162
0.294,0.513
-1.395,-0.907
-1.561,-0.496
-2.215,-2.041
-0.756,-0.252
0.314,0.154
-2.331,-1.561
-1.323,-0.643
0.543,0.279
-0.901,-0.402
-0.485,-0.363
-1.262,-1.035
-1.708,-0.952
-0.520,0.145
0.345,1.070
1.220,1.185
-2.284,-1.877
-0.886,-0.499
-2.430,-1.706
-0.668,-0.458
-2.188,-1.759
-1.116,-1.260
-2.692,-2.012
-2.771,-0.718
-1.197,-0.628
-2.344,-1.732
-1.625,-1.199
-0.826,-0.461
-1.703,-0.753
-1.527,-1.390
-1.028,-0.931
-0.193,-0.347
-1.664,-1.295
-1.926,-1.530
-1.546,-0.388
0.856,0.432
-2.077,-1.542
0.882,0.455
-0.744,-0.000
-1.530,-0.662
-1.107,-0.388
0.821,0.534
0.577,1.175
-0.594,-0.890
0.283,0.215
-2.160,-1.275
-1.565,-0.999
-0.222,0.161
-0.892,-0.856
0.104,0.026
-1.185,-0.369
-1.083,-1.096
-1.274,-0.638
0.442,0.329
-3.749,-2.563
-0.941,-1.026
0.018,0.319
1.144,0.991
-0.944,-1.019
-0.939,-0.439
0.657,0.470
-0.543,-0.369
-0.184,0.187
0.312,0.176
-2.207,-2.068
-1.525,-1.055
-2.118,-1.827
-1.498,-0.669
-1.021,-1.202
-1.034,-0.187
-0.442,-0.262
-0.587,-0.864
-1.419,-1.357
-0.481,-0.376
-1.832,-1.351
-1.575,-1.256
-0.891,-0.560
0.013,0.616
-0.554,-0.483
-0.820,-0.599
-2.062,-1.574
-2.377,-2.066
-0.464,-0.337
-0.269,-0.282
-1.423,-0.440
-0.705,-0.615
-2.140,-2.013
-0.953,-1.026
-0.419,0.006
-0.633,-0.168
-0.563,-0.432
-0.717,0.447
-1.105,-0.611
0.801,1.895
-3.049,-1.428
-1.328,-1.231
-1.454,-1.363
-1.112,-0.605
-0.682,-0.410
-2.077,-1.169
-2.045,-1.351
-2.405,-1.732
-0.519,-0.394
0.483,0.592
2.232,1.299
-0.511,0.093
-2.178,-1.408
-0.548,-0.773
-2.210,-1.759
-1.011,-0.414
-2.727,-1.958
-0.911,-0.465
-3.159,-2.495
0.204,0.426
0.000,-0.100
-0.579,-0.822
0.817,0.097
-0.369,0.181
-1.815,-1.094
0.011,0.736
-1.704,-0.933
-2.005,-0.985
-1.518,-1.441
-2.473,-1.617
-1.493,-0.669
-1.483,-1.441
-0.991,-0.931
-2.204,-1.227
-0.848,-0.402
-2.701,-2.014
-1.985,-1.562
-0.549,-0.363
-0.352,-0.546
-1.108,-1.157
-0.284,0.188
-1.809,-1.286
-1.057,-1.131
-0.671,-0.420
-1.439,-1.270
-0.762,-0.993
-1.142,-1.137
-1.431,-0.902
-1.906,-1.562
-2.166,-1.732
-1.025,-0.338
-1.719,-1.068
-1.255,-1.230
0.404,0.370
0.217,0.111
-0.701,-0.483
-0.974,-0.184
0.026,-0.027
-0.736,-0.483
-1.200,-0.608
-0.688,-0.441
-1.421,-0.895
-1.153,-1.234
-0.873,-0.465
-1.900,-1.178
-0.765,-0.037
-0.257,0.206
-0.603,-0.264
-0.550,-0.534
-0.117,-0.133
-1.903,-1.351
-0.192,-0.236
-1.769,-1.487
-0.997,-1.267
-1.577,-1.256
-0.375,-0.541
-1.830,-1.403
-1.767,-1.502
-1.487,-0.669
-0.831,-1.087
0.928,1.064
-1.954,-1.685
-2.487,-2.120
-0.572,0.067
-0.592,-0.361
-0.363,-0.288
-1.093,-0.436
-0.882,-0.690
-0.804,-0.464
-0.559,0.030
-1.182,-0.805
-1.942,-1.853
-1.298,-0.760
-2.518,-2.039
-0.760,-0.126
-1.464,-1.363
-2.144,-1.772
-0.420,-0.618
-0.513,-0.399
-2.642,-2.041
-1.576,-1.256
-0.982,-0.729
-1.172,-1.313
-0.021,-0.127
-1.610,-1.380
0.482,0.805
-0.610,-0.765
-0.303,-0.553
-0.406,-0.186
-0.904,-0.338
-0.619,-0.402
-2.224,-1.759
-0.199,0.058
-0.328,-0.257
-0.110,-0.200
0.507,0.479
-1.074,-0.695
-0.123,0.545
-1.192,-0.863
-0.242,0.188
-1.163,-0.388
-0.008,-0.079
0.251,0.580
0.362,0.195
0.341,0.176
-0.633,-0.402
-1.049,-0.754
-1.624,-1.442
0.148,0.049
-1.014,-0.376
-0.074,-0.401
-0.843,-0.677
-1.188,-1.204
-2.031,-1.408
-0.574,-0.363
-0.808,-0.102
-0.305,-0.306
-1.800,-1.711
0.284,0.453
-0.529,0.074
0.032,0.320
-1.541,-1.231
-2.073,-1.745
