z,u,x1,x2
0.490,1.470,8.571,18.571
0.052,0.126,8.571,18.571
-2.189,-1.490,0.000,25.000
-0.598,1.079,8.571,18.571
0.636,0.797,8.571,18.571
-1.393,0.153,0.000,25.000
-1.555,-0.767,0.000,25.000
-0.559,1.452,8.571,18.571
-4.456,-2.832,0.000,25.000
-1.352,0.117,0.000,25.000
-0.673,0.421,8.571,18.571
-0.558,0.340,8.571,18.571
-1.223,-0.042,0.000,25.000
-1.274,0.808,0.000,25.000
-1.076,0.360,0.000,25.000
-2.462,-0.616,0.000,25.000
0.145,1.453,8.571,18.571
-1.830,-0.600,0.000,25.000
-1.136,0.733,0.000,25.000
-0.526,0.711,8.571,18.571
-1.045,0.425,0.000,25.000
-1.337,-1.290,0.000,25.000
0.650,1.512,8.571,18.571
-0.779,0.460,8.571,18.571
-1.280,-1.018,0.000,25.000
-0.235,0.740,8.571,18.571
-3.095,-3.038,0.000,25.000
-1.257,0.075,0.000,25.000
-1.790,-0.758,0.000,25.000
-0.932,0.244,0.000,25.000
-1.093,-0.072,0.000,25.000
-1.410,-1.007,0.000,25.000
-1.117,0.584,0.000,25.000
-0.970,-0.104,0.000,25.000
-0.069,0.760,8.571,18.571
-1.290,-0.131,0.000,25.000
-1.828,-0.515,0.000,25.000
-2.211,-1.580,0.000,25.000
-3.304,-1.616,0.000,25.000
-1.262,-1.266,0.000,25.000
-1.417,-1.918,0.000,25.000
0.234,-1.175,8.571,18.571
-0.922,0.300,0.000,25.000
-0.750,-0.151,8.571,18.571
0.157,-0.469,8.571,18.571
-0.903,-0.358,8.571,18.571
-2.204,-0.178,0.000,25.000
-2.030,-1.857,0.000,25.000
-0.158,0.846,8.571,18.571
-1.653,-0.991,0.000,25.000
-0.770,0.260,8.571,18.571
-0.557,0.367,8.571,18.571
-0.778,0.098,8.571,18.571
-0.910,0.277,0.000,25.000
0.494,-0.052,8.571,18.571
-0.763,0.770,8.571,18.571
-0.438,-0.250,8.571,18.571
-1.458,0.078,0.000,25.000
1.123,1.121,16.000,0.000
0.410,0.678,8.571,18.571
-2.364,-2.067,0.000,25.000
-2.063,-0.589,0.000,25.000
-1.773,-0.573,0.000,25.000
-0.092,0.569,8.571,18.571
0.409,0.818,8.571,18.571
0.052,1.035,8.571,18.571
-0.526,0.742,8.571,18.571
-2.882,-0.324,0.000,25.000
-0.372,-0.369,8.571,18.571
-2.261,-1.362,0.000,25.000
-1.359,-1.128,0.000,25.000
-0.552,0.550,8.571,18.571
-0.523,1.275,8.571,18.571
-2.656,-1.446,0.000,25.000
-0.245,0.301,8.571,18.571
-0.569,0.188,8.571,18.571
-0.533,0.885,8.571,18.571
-0.174,0.777,8.571,18.571
-2.164,-1.719,0.000,25.000
-0.826,-0.177,8.571,18.571
-1.141,-0.488,0.000,25.000
0.998,1.564,16.000,0.000
-0.489,1.071,8.571,18.571
-0.784,0.212,8.571,18.571
-0.987,-0.032,0.000,25.000
0.669,0.729,8.571,18.571
0.669,1.033,8.571,18.571
0.465,1.564,8.571,18.571
-3.311,-2.583,0.000,25.000
1.651,2.663,8.571,18.571
-0.011,1.460,8.571,18.571
-0.607,-0.485,8.571,18.571
-1.623,-0.754,0.000,25.000
-0.697,-0.030,8.571,18.571
