z,u_wc
-0.608,-0.046
-2.079,-1.554
-0.568,0.207
-0.300,0.077
-0.533,-0.472
-0.027,0.489
0.183,0.083
-1.666,-0.985
-1.710,-1.420
0.238,0.435
0.637,1.046
-1.505,-1.036
-0.469,-0.046
-0.702,-0.948
0.468,0.767
-0.219,-0.216
-0.380,-0.436
-1.464,-1.090
-0.674,-0.782
0.729,1.098
-0.948,-0.968
-0.859,-0.889
-0.228,-0.220
-3.126,-1.787
-0.171,0.130
-1.376,-0.923
-1.150,-0.902
1.279,1.106
-1.397,-0.923
-1.491,-1.015
0.875,1.113
-1.390,-1.458
-2.285,-1.051
-1.153,-0.784
-1.885,-1.527
-1.258,-1.360
-1.307,-0.214
-3.356,-1.452
-1.785,-1.646
-1.293,-0.494
-1.646,-0.920
-2.394,-2.000
-0.846,-0.600
-1.701,-1.036
-0.108,-0.070
-1.462,-1.111
-0.465,-0.358
-0.046,-0.036
-2.197,-1.575
-2.113,-1.037
-0.193,0.017
-1.896,-1.509
-1.209,-1.032
-1.524,-1.439
-1.611,-0.461
-2.359,-1.995
-0.042,-0.063
-2.737,-2.080
-1.599,-1.449
-0.670,-0.407
-2.758,-1.680
0.084,-0.019
-0.370,0.210
-1.582,-1.540
-0.961,-0.641
-1.529,-1.468
0.957,0.825
-3.354,-1.786
-1.413,-0.989
-0.701,-0.410
-1.655,-1.040
-1.146,-1.194
-1.146,-0.415
-0.457,-0.113
-1.674,-1.036
-2.461,-2.021
-0.922,-0.698
-1.071,-0.938
-1.150,-0.953
-1.288,-1.202
-1.449,-1.083
-0.162,0.034
-0.602,0.091
-1.260,-0.076
-1.605,-0.316
-1.010,-0.446
-1.068,-0.644
1.274,1.287
0.064,0.238
-0.183,-0.190
-1.393,-0.847
-1.355,-1.073
-2.699,-2.080
0.470,0.639
-0.920,-0.203
-1.132,-0.949
-1.044,-0.618
0.111,0.489
-0.230,0.012
-0.653,-0.523
-0.895,-0.297
0.421,0.329
-0.522,-0.471
0.884,0.970
-0.103,0.011
-1.604,-1.500
-1.708,-0.924
-0.226,-0.264
-1.710,-0.748
-2.707,-1.785
-0.261,-0.300
-1.364,-0.923
-1.162,-0.902
-0.642,-0.108
-0.972,-0.618
-0.593,0.193
-0.958,-0.968
0.428,0.540
-1.380,-0.290
-0.711,-0.885
-1.279,-0.664
-1.209,-1.015
-0.905,-1.147
-1.758,-0.907
-2.989,-2.021
-2.663,-1.726
0.991,0.794
0.444,0.551
-1.105,-1.194
-1.289,-1.195
-0.313,0.207
-1.189,-0.938
-0.905,-1.018
-1.247,-0.510
0.795,0.790
-0.895,-0.441
1.362,1.534
1.046,0.799
-1.043,-1.143
-0.913,-0.403
-1.019,-0.751
-0.681,-0.550
-0.345,0.144
-0.336,0.307
-0.341,-0.014
-1.626,-1.188
-1.154,-0.611
-2.437,-1.774
0.489,0.593
-0.325,-0.245
-0.882,-0.690
-1.526,-0.719
-0.172,0.264
-1.503,-0.845
-2.088,-1.482
-1.723,-1.460
0.113,0.555
-1.839,-1.265
-1.756,-0.956
-1.552,-0.959
-1.724,-0.920
-1.839,-1.726
-2.208,-1.968
-1.488,-1.090
-0.603,-0.384
-1.351,-0.601
-0.568,-0.667
-2.080,-1.690
-1.070,-0.815
-1.335,-0.269
-1.820,-1.494
1.344,1.106
-2.495,-2.027
0.867,0.997
-1.788,-1.494
-0.636,-0.396
-2.011,-1.281
-1.911,-1.511
-2.188,-1.944
-2.243,-1.944
-1.067,-0.945
-0.275,-0.244
-1.740,-0.748
-0.635,-0.221
-2.153,-1.921
-0.783,-1.069
-2.994,-2.000
-2.519,-2.027
-0.069,0.668
-1.807,-1.726
-2.042,-1.892
-0.328,0.560
-2.066,-1.612
-1.821,-1.494
-0.177,-0.182
0.580,0.503
-2.273,-1.995
-0.269,0.327
0.161,0.435
-2.044,-1.892
-1.769,-1.644
-1.484,-0.923
-3.275,-1.636
-0.295,-0.350
-0.034,-0.063
-0.904,-0.192
-0.993,-0.751
-1.274,-0.741
-0.955,-0.377
-2.201,-1.534
-2.903,-2.054
0.312,0.587
0.436,0.391
0.051,-0.011
-1.494,-1.431
-1.968,-1.668
-2.383,-2.021
-1.406,-1.276
-2.390,-1.937
-0.484,-0.524
-1.092,-0.236
-1.632,-1.105
0.356,0.907
-2.169,-1.413
-0.644,-0.550
-1.456,-1.090
0.753,0.890
-1.082,-0.168
-2.332,-1.700
-0.569,-0.384
-0.889,-0.221
-0.097,-0.138
-0.136,-0.142
-1.507,-1.180
-1.967,-1.539
-1.254,-0.310
-1.458,-1.397
-0.527,-0.519
-1.149,-1.194
-2.672,-2.074
-1.848,-1.661
-1.614,-1.040
-1.367,-1.423
-0.456,-0.398
-0.190,-0.216
-2.620,-2.027
-1.002,-0.930
1.217,0.418
-3.009,-1.973
-1.468,-0.959
-0.315,3.244
2.561,1.857
0.488,2.397
0.715,1.157
-0.403,3.308
3.075,1.438
0.932,2.736
1.096,1.316
1.387,1.287
0.903,1.140
1.537,1.423
0.532,2.788
0.728,2.159
1.018,1.795
0.594,1.020
0.880,1.772
1.792,1.941
1.439,1.996
4.042,1.451
0.111,2.872
1.256,2.568
2.874,0.960
0.284,2.158
0.301,2.639
1.937,1.971
3.043,1.121
1.651,1.766
0.394,1.346
2.025,1.732
2.211,1.342
1.559,2.064
-0.497,3.141
0.424,2.689
-0.009,3.043
0.303,2.895
0.644,2.319
0.357,2.420
0.513,2.740
-0.976,4.335
1.647,2.497
-0.514,3.455
1.127,3.108
0.875,1.237
2.484,1.360
2.563,0.834
0.385,2.386
0.663,2.220
0.500,2.677
0.274,1.519
0.962,2.579
-0.549,3.471
1.634,1.138
0.507,2.748
-0.953,4.286
-0.407,3.298
1.479,2.112
0.555,1.485
1.354,1.520
0.181,2.412
0.385,2.386
2.129,1.341
1.369,1.132
1.056,2.414
2.674,0.857
2.299,0.808
2.213,0.808
2.150,0.862
2.378,0.820
1.238,1.813
0.461,2.923
1.788,1.893
-1.195,4.506
-0.332,3.224
1.793,0.664
0.958,1.591
3.076,1.336
0.437,2.883
3.069,1.614
0.879,2.681
-0.276,3.191
1.156,1.439
0.379,3.195
1.219,1.449
0.217,2.976
1.958,1.044
1.592,2.038
1.163,2.483
1.785,1.893
-0.031,3.074
1.487,1.895
1.936,1.474
1.835,1.578
1.432,2.243
-0.666,1.812
2.087,1.759
0.920,2.587
0.006,2.820
1.755,1.748
-0.582,3.525
0.155,2.995
0.605,2.319
1.160,2.389
0.528,1.225
2.069,2.009
2.356,1.056
1.419,1.413
0.472,3.007
0.228,2.968
1.491,1.658
1.004,1.795
1.117,2.449
1.673,1.188
0.663,3.135
0.302,2.920
0.551,3.164
1.987,0.797
-0.218,3.172
0.099,3.029
1.745,0.953
0.567,2.061
0.851,2.407
2.205,1.301
1.298,2.490
1.419,1.545
1.020,1.197
1.201,2.310
1.453,1.571
1.944,1.280
1.756,1.748
0.669,2.763
-0.132,3.057
2.056,1.367
0.432,2.308
1.656,1.817
0.054,2.548
0.685,2.194
0.359,3.194
1.704,2.576
0.095,3.021
0.187,3.003
0.832,2.407
1.569,2.518
-0.200,3.165
3.432,1.728
1.193,1.810
0.815,2.659
-0.142,2.838
0.977,1.572
1.906,2.404
1.771,2.377
1.834,1.696
0.957,2.057
2.503,0.767
-1.580,5.398
0.909,2.532
1.177,2.336
1.474,1.264
0.158,2.560
1.340,1.532
2.618,0.820
1.202,2.014
1.695,1.173
0.774,1.787
2.526,1.202
0.444,2.703
1.996,1.367
-0.819,3.906
2.039,0.755
0.391,2.942
-0.098,2.785
0.147,2.981
-0.178,3.146
1.281,2.285
2.065,1.339
1.095,0.888
-0.289,3.227
1.853,2.036
1.999,0.799
-0.366,3.277
0.546,3.164
1.353,2.258
-1.268,5.953
1.592,1.184
-0.573,3.498
0.679,1.829
1.057,3.025
1.125,2.475
1.441,0.705
1.172,1.596
1.569,2.293
2.000,1.339
1.529,2.243
0.221,2.969
2.120,1.526
-0.507,3.417
0.661,2.469
1.594,2.470
3.305,2.749
0.266,2.863
1.447,1.439
1.588,1.423
0.687,2.602
-0.416,3.007
2.253,1.327
2.133,1.293
0.809,2.126
0.219,1.066
1.993,1.971
1.077,1.978
-0.526,3.184
0.938,2.574
2.749,1.415
0.571,2.660
1.641,1.625
0.583,1.589
1.473,1.388
2.876,1.136
1.334,1.679
-0.526,3.417
2.447,1.176
0.108,3.248
0.523,0.980
1.893,2.089
-0.927,4.205
2.444,1.731
3.008,1.256
-0.570,3.525
0.722,1.905
1.019,2.832
1.281,2.173
1.062,1.177
1.929,2.028
0.615,2.704
0.447,2.531
1.268,2.037
1.081,2.351
-0.133,3.260
0.609,2.764
1.686,2.363
2.702,1.056
2.982,1.022
0.439,1.351
0.501,1.927
0.335,2.426
-0.777,3.890
1.969,1.280
1.945,1.761
-0.296,2.822
-0.134,3.107
2.524,1.731
