z,u_wc
-0.704,-0.070
-1.675,-1.631
0.935,0.390
-2.791,-2.142
-1.126,-0.615
-0.029,-0.081
-0.069,0.145
-0.211,-0.098
-1.969,-1.665
-1.401,-1.429
0.060,0.183
-0.352,-0.644
-0.922,-0.297
-0.338,-0.213
-0.690,-0.364
-1.518,-0.892
-1.755,-1.035
-1.466,-1.071
0.460,0.431
-0.374,-0.526
0.217,-0.020
-1.123,-1.296
-1.323,-1.241
-1.685,-0.964
-3.339,-1.472
-2.461,-1.722
-1.075,-0.637
-0.639,-0.331
-2.050,-1.755
-0.797,-0.828
-2.519,-2.116
-1.470,-1.303
-0.864,-1.082
-0.931,-0.930
-2.486,-1.840
-0.505,-0.556
-0.283,-0.077
-0.881,-0.096
0.207,0.012
0.420,0.157
-1.114,-1.216
-2.108,-1.781
1.073,0.793
-1.335,-0.591
-0.388,-0.466
0.091,0.641
1.072,1.547
-1.037,-0.602
-1.893,-1.047
-0.452,-0.889
-2.266,-2.022
-1.734,-1.532
-1.669,-1.380
-0.842,-0.312
1.528,1.516
-1.080,-0.602
0.224,0.046
-0.871,-1.088
-1.645,-1.102
-1.392,-0.560
-1.727,-1.667
0.335,1.243
-2.878,-2.116
-0.912,-1.163
-1.236,-0.124
-1.379,-1.095
-0.696,-0.962
-1.904,-0.806
-2.208,-1.924
-0.342,-0.070
-0.972,-0.670
-0.514,-0.107
-1.017,-0.663
-1.129,-0.621
0.316,0.058
1.346,1.885
-3.117,-2.149
-0.592,-0.844
-0.413,-0.524
-1.210,-1.159
-1.246,-1.241
-0.210,0.402
0.714,0.456
-0.076,-0.242
-1.831,-1.313
-0.683,-0.334
-3.207,-1.979
-1.427,-0.807
-1.026,-0.006
-2.258,-1.961
-0.867,-1.123
-1.310,-1.020
-1.157,-1.216
-1.732,-1.709
-2.003,-1.757
0.919,0.863
-2.176,-1.952
-0.078,0.095
0.095,-0.047
-0.432,-0.129
-1.132,-0.417
0.102,0.875
-1.784,-1.390
-1.202,-1.241
-0.616,0.037
-0.488,-0.702
-1.465,-1.071
-1.597,-1.440
0.233,-0.012
-0.167,0.104
-1.690,-0.983
-1.242,-1.241
-3.146,-2.009
0.419,0.992
-0.531,-0.489
-0.873,-0.464
0.269,0.227
-1.407,-0.588
0.010,-0.142
-2.297,-1.722
-0.916,-0.952
