z,u_wc
-1.944,-1.254
-1.527,-1.551
-1.335,-1.041
-0.752,-0.686
-1.182,-0.390
-0.187,0.049
-2.336,-2.117
-0.886,-0.205
-1.041,-0.702
-2.118,-2.016
-0.721,-0.611
0.788,0.743
-0.486,-0.769
-0.799,-0.478
-2.045,-1.794
-0.942,-0.585
-0.429,-0.311
-0.741,-0.915
0.473,0.617
-1.176,-1.330
1.397,1.990
-0.871,-0.706
-0.995,-0.404
-2.021,-1.983
-1.471,-0.371
-1.333,-1.476
-0.338,0.590
0.441,0.919
-0.425,-0.130
-1.384,-1.587
-1.292,-0.346
-2.561,-1.565
-0.059,0.054
-0.913,-0.414
-0.297,-0.215
-0.641,-0.273
-1.083,-1.014
-1.681,-0.600
-0.122,0.429
-1.071,-1.014
-0.539,-0.660
-0.223,-0.476
-0.958,-0.610
-2.227,-2.090
-0.092,-0.078
-0.221,0.320
-1.320,-0.679
-1.928,-1.937
-0.814,-0.298
-0.870,-1.010
-0.628,-0.530
-0.655,-0.953
-1.700,-1.777
-0.289,-0.222
-0.676,-0.478
-1.047,-0.910
-2.891,-2.117
-0.644,-0.925
-0.690,-0.686
-2.937,-2.143
-2.194,-1.542
-2.315,-2.096
-1.526,-1.011
-1.907,-1.875
-0.693,-0.326
-1.874,-1.388
0.890,0.898
-0.966,-0.832
-2.436,-2.143
-0.390,-0.315
-2.196,-1.498
-0.772,-0.915
-1.109,-1.325
-0.613,0.037
-0.541,0.069
-2.890,-2.024
-2.004,-1.221
-1.598,-1.724
-2.047,-2.010
0.023,-0.103
-0.047,0.160
-3.089,-2.143
-1.219,-1.077
-2.653,-2.143
-0.546,0.179
-0.458,-0.014
-0.301,-0.136
-1.324,-1.476
-1.490,-0.600
-3.680,-2.043
-2.354,-2.117
-1.241,-0.108
-2.665,-2.197
0.221,0.283
-1.065,-0.971
-1.547,-1.498
-0.966,-0.677
-0.897,-0.414
-0.312,-0.614
-1.388,-1.582
-0.377,-0.180
-0.053,0.130
-2.237,-1.620
0.419,0.694
-0.847,-1.092
-0.761,-0.298
-0.292,-0.052
-1.377,-0.702
-0.215,-0.375
-1.230,-1.014
-1.132,-0.247
-0.774,-0.095
-0.540,-0.247
0.236,0.604
-0.710,-0.988
-0.184,-0.168
-0.286,0.040
-0.286,0.040
-1.858,-1.086
-0.701,-0.208
-2.114,-2.036
-1.519,-1.446
-0.763,-0.370
-0.448,0.095
-1.384,-0.415
0.278,0.641
-0.038,0.323
-1.874,-1.910
-1.142,-1.346
0.355,0.535
-0.197,0.283
-0.639,-0.446
-0.940,-0.121
-1.111,-0.919
-2.879,-2.197
-0.203,-0.236
1.523,0.861
-1.580,-0.575
-2.556,-1.944
-0.633,-0.686
-0.990,-0.677
-2.736,-2.143
-1.446,-0.994
-0.996,-0.997
-1.351,-0.434
-0.533,-0.247
-1.234,-0.919
0.501,0.354
-1.044,-1.230
-0.935,-1.172
-0.575,-0.389
-1.925,-1.697
0.228,0.294
-4.536,-4.437
-2.015,-1.794
-0.681,-0.672
-0.566,-0.660
0.289,0.321
-0.932,-0.941
-0.937,-0.414
-0.990,-0.313
-2.953,-2.197
-0.639,-0.182
-3.184,-2.294
-0.708,-0.370
-0.785,-0.388
-1.810,-1.671
-0.592,-0.340
-2.057,-2.036
-1.961,-1.450
-0.777,-0.453
-0.102,0.370
-2.277,-1.973
-2.619,-1.337
-1.813,-1.011
-1.779,-1.765
-0.854,-0.655
-0.367,-0.617
-0.727,-0.249
-2.814,-2.117
-1.279,-1.332
