z,u,x1,x2
-0.704,1.128,8.571,18.571
-1.675,-1.690,0.000,25.000
0.935,0.850,16.000,0.000
-2.791,-1.736,0.000,25.000
-1.126,0.225,0.000,25.000
-0.029,0.857,8.571,18.571
-0.069,1.314,8.571,18.571
-0.211,1.017,8.571,18.571
-1.969,-1.043,0.000,25.000
-1.401,-1.166,0.000,25.000
0.060,1.199,8.571,18.571
-0.352,-0.244,8.571,18.571
-0.922,0.838,0.000,25.000
-0.338,0.678,8.571,18.571
-0.690,0.432,8.571,18.571
-1.518,-0.144,0.000,25.000
-1.755,-0.233,0.000,25.000
-1.466,-0.342,0.000,25.000
0.460,-0.484,8.571,18.571
-0.374,0.123,8.571,18.571
0.217,0.118,8.571,18.571
-1.123,-1.302,0.000,25.000
-1.323,-0.471,0.000,25.000
-1.685,-0.135,0.000,25.000
-3.339,-1.472,0.000,25.000
-2.461,-0.547,0.000,25.000
-1.075,-0.018,0.000,25.000
-0.639,0.551,8.571,18.571
-2.050,-1.062,0.000,25.000
-0.797,-0.201,0.000,25.000
-2.519,-1.507,0.000,25.000
-1.470,-0.595,0.000,25.000
-0.864,-1.015,0.000,25.000
-0.931,-0.321,0.000,25.000
-2.486,-0.996,0.000,25.000
-0.505,0.037,8.571,18.571
-0.283,1.073,8.571,18.571
-0.881,1.195,0.000,25.000
0.207,0.789,8.571,18.571
0.420,0.498,8.571,18.571
-1.114,-0.627,0.000,25.000
-2.108,-1.088,0.000,25.000
1.073,1.526,16.000,0.000
-1.335,0.444,0.000,25.000
-0.388,0.400,8.571,18.571
0.091,1.861,8.571,18.571
1.072,2.212,16.000,0.000
-1.037,0.141,0.000,25.000
-1.893,-0.243,0.000,25.000
-0.452,-0.561,8.571,18.571
-2.266,-1.674,0.000,25.000
-1.734,-0.935,0.000,25.000
-1.669,-0.711,0.000,25.000
-0.842,0.698,0.000,25.000
1.528,2.283,8.571,18.571
-1.080,0.120,0.000,25.000
0.224,-0.029,8.571,18.571
-0.871,-0.653,0.000,25.000
-1.645,-0.443,0.000,25.000
-1.392,0.542,0.000,25.000
-1.727,-1.413,0.000,25.000
0.335,2.178,8.571,18.571
-2.878,-2.374,0.000,25.000
-0.912,-0.550,0.000,25.000
-1.236,1.598,0.000,25.000
-1.379,-0.354,0.000,25.000
-0.696,-0.508,8.571,18.571
-1.904,0.255,0.000,25.000
-2.208,-1.542,0.000,25.000
-0.342,1.070,8.571,18.571
-0.972,-0.059,0.000,25.000
-0.514,0.990,8.571,18.571
